question_id,Answer,Confidence,raw,error,photo,within_lbs,true_weight,participant
wgd_206_20,120.0,0.5,"{""Answer"": ""120"", ""Confidence"": ""0.5""}",,206.jpg,20,165.0,R_6ZEPGmw1MEXVKUc
wgd_208_01,130.0,0.01,"{""Answer"": ""130"", ""Confidence"": ""0.01""}",,208.jpg,1,139.0,R_6ZEPGmw1MEXVKUc
wgd_209_01,120.0,0.02,"{""Answer"": ""120"", ""Confidence"": ""0.02""}",,209.jpg,1,136.0,R_6ZEPGmw1MEXVKUc
wgd_210_05,130.0,0.05,"{""Answer"": ""130"", ""Confidence"": ""0.05""}",,210.jpg,5,167.0,R_6ZEPGmw1MEXVKUc
wgd_215_05,120.0,0.02,"{""Answer"": ""120"", ""Confidence"": ""0.02""}",,215.jpg,5,154.0,R_6ZEPGmw1MEXVKUc
wgd_217_10,100.0,0.39,"{""Answer"": ""100"", ""Confidence"": ""0.39""}",,217.jpg,10,116.0,R_6ZEPGmw1MEXVKUc
wgd_220_20,145.0,0.5,"{""Answer"": ""145"", ""Confidence"": ""0.5""}",,220.jpg,20,149.0,R_6ZEPGmw1MEXVKUc
wgd_221_20,120.0,0.5,"{""Answer"": ""120"", ""Confidence"": ""0.5""}",,221.jpg,20,112.0,R_6ZEPGmw1MEXVKUc
wgd_223_01,150.0,0.0,"{""Answer"": ""150"", ""Confidence"": ""0.0""}",,223.jpg,1,183.0,R_6ZEPGmw1MEXVKUc
wgd_225_20,100.0,0.67,"{""Answer"": ""100"", ""Confidence"": ""0.67""}",,225.jpg,20,121.0,R_6ZEPGmw1MEXVKUc
wgd_226_10,120.0,0.12,"{""Answer"": ""120"", ""Confidence"": ""0.12""}",,226.jpg,10,140.0,R_6ZEPGmw1MEXVKUc
wgd_227_05,145.0,0.34,"{""Answer"": ""145"", ""Confidence"": ""0.34""}",,227.jpg,5,180.0,R_6ZEPGmw1MEXVKUc
wgd_232_10,150.0,0.17,"{""Answer"": ""150"", ""Confidence"": ""0.17""}",,232.jpg,10,190.0,R_6ZEPGmw1MEXVKUc
wgd_236_01,100.0,0.68,"{""Answer"": ""100"", ""Confidence"": ""0.68""}",,236.jpg,1,117.0,R_6ZEPGmw1MEXVKUc
wgd_237_10,130.0,0.0,"{""Answer"": ""130"", ""Confidence"": ""0.0""}",,237.jpg,10,170.0,R_6ZEPGmw1MEXVKUc
wgd_242_20,150.0,0.49,"{""Answer"": ""150"", ""Confidence"": ""0.49""}",,242.jpg,20,171.0,R_6ZEPGmw1MEXVKUc
wgd_243_10,140.0,0.29,"{""Answer"": ""140"", ""Confidence"": ""0.29""}",,243.jpg,10,157.0,R_6ZEPGmw1MEXVKUc
wgd_247_01,135.0,0.04,"{""Answer"": ""135"", ""Confidence"": ""0.04""}",,247.jpg,1,157.0,R_6ZEPGmw1MEXVKUc
wgd_248_05,115.0,0.07,"{""Answer"": ""115"", ""Confidence"": ""0.07""}",,248.jpg,5,121.0,R_6ZEPGmw1MEXVKUc
wgd_200_05,168.0,0.31,"{""Answer"": ""168"", ""Confidence"": ""0.31""}",,200.jpg,5,214.0,R_1fVW12BWrVyospj
wgd_203_20,134.0,0.81,"{""Answer"": ""134"", ""Confidence"": ""0.81""}",,203.jpg,20,128.0,R_1fVW12BWrVyospj
wgd_204_10,130.0,1.0,"{""Answer"": ""130"", ""Confidence"": ""1.0""}",,204.jpg,10,138.0,R_1fVW12BWrVyospj
wgd_206_01,179.0,0.01,"{""Answer"": ""179"", ""Confidence"": ""0.01""}",,206.jpg,1,165.0,R_1fVW12BWrVyospj
wgd_211_10,167.0,0.6,"{""Answer"": ""167"", ""Confidence"": ""0.6""}",,211.jpg,10,146.0,R_1fVW12BWrVyospj
wgd_213_05,170.0,0.07,"{""Answer"": ""170"", ""Confidence"": ""0.07""}",,213.jpg,5,174.0,R_1fVW12BWrVyospj
wgd_217_10,118.0,0.88,"{""Answer"": ""118"", ""Confidence"": ""0.88""}",,217.jpg,10,116.0,R_1fVW12BWrVyospj
wgd_222_01,155.0,0.13,"{""Answer"": ""155"", ""Confidence"": ""0.13""}",,222.jpg,1,115.0,R_1fVW12BWrVyospj
wgd_223_20,176.0,0.86,"{""Answer"": ""176"", ""Confidence"": ""0.86""}",,223.jpg,20,183.0,R_1fVW12BWrVyospj
wgd_224_01,120.0,0.05,"{""Answer"": ""120"", ""Confidence"": ""0.05""}",,224.jpg,1,106.0,R_1fVW12BWrVyospj
wgd_225_01,127.0,0.06,"{""Answer"": ""127"", ""Confidence"": ""0.06""}",,225.jpg,1,121.0,R_1fVW12BWrVyospj
wgd_227_10,184.0,0.46,"{""Answer"": ""184"", ""Confidence"": ""0.46""}",,227.jpg,10,180.0,R_1fVW12BWrVyospj
wgd_228_05,132.0,0.13,"{""Answer"": ""132"", ""Confidence"": ""0.13""}",,228.jpg,5,135.0,R_1fVW12BWrVyospj
wgd_230_20,110.0,1.0,"{""Answer"": ""110"", ""Confidence"": ""1.0""}",,230.jpg,20,105.0,R_1fVW12BWrVyospj
wgd_231_05,162.0,0.65,"{""Answer"": ""162"", ""Confidence"": ""0.65""}",,231.jpg,5,145.0,R_1fVW12BWrVyospj
wgd_232_20,183.0,1.0,"{""Answer"": ""183"", ""Confidence"": ""1.0""}",,232.jpg,20,190.0,R_1fVW12BWrVyospj
wgd_233_01,187.0,0.06,"{""Answer"": ""187"", ""Confidence"": ""0.06""}",,233.jpg,1,180.0,R_1fVW12BWrVyospj
wgd_237_10,149.0,0.0,"{""Answer"": ""149"", ""Confidence"": ""0.0""}",,237.jpg,10,170.0,R_1fVW12BWrVyospj
wgd_238_05,149.0,0.84,"{""Answer"": ""149"", ""Confidence"": ""0.84""}",,238.jpg,5,181.0,R_1fVW12BWrVyospj
wgd_248_20,119.0,0.87,"{""Answer"": ""119"", ""Confidence"": ""0.87""}",,248.jpg,20,121.0,R_1fVW12BWrVyospj
wgd_200_10,200.0,1.0,"{""Answer"": ""200"", ""Confidence"": ""1.0""}",,200.jpg,10,214.0,R_1SMx6cpBZipwd1f
wgd_202_01,150.0,1.0,"{""Answer"": ""150"", ""Confidence"": ""1.0""}",,202.jpg,1,135.0,R_1SMx6cpBZipwd1f
wgd_203_20,135.0,0.95,"{""Answer"": ""135"", ""Confidence"": ""0.95""}",,203.jpg,20,128.0,R_1SMx6cpBZipwd1f
wgd_206_20,160.0,0.89,"{""Answer"": ""160"", ""Confidence"": ""0.89""}",,206.jpg,20,165.0,R_1SMx6cpBZipwd1f
wgd_208_20,145.0,0.68,"{""Answer"": ""145"", ""Confidence"": ""0.68""}",,208.jpg,20,139.0,R_1SMx6cpBZipwd1f
wgd_209_01,150.0,0.71,"{""Answer"": ""150"", ""Confidence"": ""0.71""}",,209.jpg,1,136.0,R_1SMx6cpBZipwd1f
wgd_210_05,135.0,0.65,"{""Answer"": ""135"", ""Confidence"": ""0.65""}",,210.jpg,5,167.0,R_1SMx6cpBZipwd1f
wgd_212_10,160.0,0.8,"{""Answer"": ""160"", ""Confidence"": ""0.8""}",,212.jpg,10,147.0,R_1SMx6cpBZipwd1f
wgd_216_10,200.0,0.88,"{""Answer"": ""200"", ""Confidence"": ""0.88""}",,216.jpg,10,180.0,R_1SMx6cpBZipwd1f
wgd_219_01,135.0,0.87,"{""Answer"": ""135"", ""Confidence"": ""0.87""}",,219.jpg,1,123.0,R_1SMx6cpBZipwd1f
wgd_222_01,128.0,0.83,"{""Answer"": ""128"", ""Confidence"": ""0.83""}",,222.jpg,1,115.0,R_1SMx6cpBZipwd1f
wgd_227_05,160.0,0.9,"{""Answer"": ""160"", ""Confidence"": ""0.9""}",,227.jpg,5,180.0,R_1SMx6cpBZipwd1f
wgd_228_01,160.0,0.81,"{""Answer"": ""160"", ""Confidence"": ""0.81""}",,228.jpg,1,135.0,R_1SMx6cpBZipwd1f
wgd_230_05,125.0,0.87,"{""Answer"": ""125"", ""Confidence"": ""0.87""}",,230.jpg,5,105.0,R_1SMx6cpBZipwd1f
wgd_234_20,125.0,0.76,"{""Answer"": ""125"", ""Confidence"": ""0.76""}",,234.jpg,20,138.0,R_1SMx6cpBZipwd1f
wgd_237_10,120.0,0.8,"{""Answer"": ""120"", ""Confidence"": ""0.8""}",,237.jpg,10,170.0,R_1SMx6cpBZipwd1f
wgd_248_05,120.0,0.81,"{""Answer"": ""120"", ""Confidence"": ""0.81""}",,248.jpg,5,121.0,R_1SMx6cpBZipwd1f
wgd_249_05,135.0,0.79,"{""Answer"": ""135"", ""Confidence"": ""0.79""}",,249.jpg,5,138.0,R_1SMx6cpBZipwd1f
wgd_250_20,145.0,0.94,"{""Answer"": ""145"", ""Confidence"": ""0.94""}",,250.jpg,20,171.0,R_1SMx6cpBZipwd1f
wgd_251_10,140.0,0.95,"{""Answer"": ""140"", ""Confidence"": ""0.95""}",,251.jpg,10,174.0,R_1SMx6cpBZipwd1f
wgd_201_20,107.0,0.91,"{""Answer"": ""107"", ""Confidence"": ""0.91""}",,201.jpg,20,158.0,R_68u59sK5SbG3btT
wgd_204_20,106.0,0.95,"{""Answer"": ""106"", ""Confidence"": ""0.95""}",,204.jpg,20,138.0,R_68u59sK5SbG3btT
wgd_205_01,105.0,0.43,"{""Answer"": ""105"", ""Confidence"": ""0.43""}",,205.jpg,1,104.0,R_68u59sK5SbG3btT
wgd_206_05,135.0,0.69,"{""Answer"": ""135"", ""Confidence"": ""0.69""}",,206.jpg,5,165.0,R_68u59sK5SbG3btT
wgd_213_20,155.0,0.98,"{""Answer"": ""155"", ""Confidence"": ""0.98""}",,213.jpg,20,174.0,R_68u59sK5SbG3btT
wgd_215_20,108.0,0.91,"{""Answer"": ""108"", ""Confidence"": ""0.91""}",,215.jpg,20,154.0,R_68u59sK5SbG3btT
wgd_216_01,165.0,0.13,"{""Answer"": ""165"", ""Confidence"": ""0.13""}",,216.jpg,1,180.0,R_68u59sK5SbG3btT
wgd_219_10,134.0,0.8,"{""Answer"": ""134"", ""Confidence"": ""0.8""}",,219.jpg,10,123.0,R_68u59sK5SbG3btT
wgd_220_10,130.0,0.8,"{""Answer"": ""130"", ""Confidence"": ""0.8""}",,220.jpg,10,149.0,R_68u59sK5SbG3btT
wgd_224_10,102.0,0.93,"{""Answer"": ""102"", ""Confidence"": ""0.93""}",,224.jpg,10,106.0,R_68u59sK5SbG3btT
wgd_225_05,103.0,0.79,"{""Answer"": ""103"", ""Confidence"": ""0.79""}",,225.jpg,5,121.0,R_68u59sK5SbG3btT
wgd_227_01,160.0,0.74,"{""Answer"": ""160"", ""Confidence"": ""0.74""}",,227.jpg,1,180.0,R_68u59sK5SbG3btT
wgd_229_05,92.0,0.88,"{""Answer"": ""92"", ""Confidence"": ""0.88""}",,229.jpg,5,127.0,R_68u59sK5SbG3btT
wgd_233_20,160.0,0.92,"{""Answer"": ""160"", ""Confidence"": ""0.92""}",,233.jpg,20,180.0,R_68u59sK5SbG3btT
wgd_234_01,105.0,0.16,"{""Answer"": ""105"", ""Confidence"": ""0.16""}",,234.jpg,1,138.0,R_68u59sK5SbG3btT
wgd_236_05,98.0,0.82,"{""Answer"": ""98"", ""Confidence"": ""0.82""}",,236.jpg,5,117.0,R_68u59sK5SbG3btT
wgd_239_01,97.0,0.39,"{""Answer"": ""97"", ""Confidence"": ""0.39""}",,239.jpg,1,117.0,R_68u59sK5SbG3btT
wgd_244_10,135.0,0.78,"{""Answer"": ""135"", ""Confidence"": ""0.78""}",,244.jpg,10,161.0,R_68u59sK5SbG3btT
wgd_245_05,145.0,0.88,"{""Answer"": ""145"", ""Confidence"": ""0.88""}",,245.jpg,5,169.0,R_68u59sK5SbG3btT
wgd_251_10,150.0,0.9,"{""Answer"": ""150"", ""Confidence"": ""0.9""}",,251.jpg,10,174.0,R_68u59sK5SbG3btT
wgd_205_10,115.0,0.99,"{""Answer"": ""115"", ""Confidence"": ""0.99""}",,205.jpg,10,104.0,R_5pH2RoJ4CL6ytxL
wgd_206_05,161.0,0.53,"{""Answer"": ""161"", ""Confidence"": ""0.53""}",,206.jpg,5,165.0,R_5pH2RoJ4CL6ytxL
wgd_208_05,153.0,0.72,"{""Answer"": ""153"", ""Confidence"": ""0.72""}",,208.jpg,5,139.0,R_5pH2RoJ4CL6ytxL
wgd_209_10,119.0,0.91,"{""Answer"": ""119"", ""Confidence"": ""0.91""}",,209.jpg,10,136.0,R_5pH2RoJ4CL6ytxL
wgd_216_20,176.0,0.97,"{""Answer"": ""176"", ""Confidence"": ""0.97""}",,216.jpg,20,180.0,R_5pH2RoJ4CL6ytxL
wgd_218_10,165.0,0.71,"{""Answer"": ""165"", ""Confidence"": ""0.71""}",,218.jpg,10,165.0,R_5pH2RoJ4CL6ytxL
wgd_219_20,149.0,1.0,"{""Answer"": ""149"", ""Confidence"": ""1.0""}",,219.jpg,20,123.0,R_5pH2RoJ4CL6ytxL
wgd_225_10,111.0,1.0,"{""Answer"": ""111"", ""Confidence"": ""1.0""}",,225.jpg,10,121.0,R_5pH2RoJ4CL6ytxL
wgd_227_01,170.0,0.04,"{""Answer"": ""170"", ""Confidence"": ""0.04""}",,227.jpg,1,180.0,R_5pH2RoJ4CL6ytxL
wgd_228_05,124.0,0.62,"{""Answer"": ""124"", ""Confidence"": ""0.62""}",,228.jpg,5,135.0,R_5pH2RoJ4CL6ytxL
wgd_232_20,155.0,0.86,"{""Answer"": ""155"", ""Confidence"": ""0.86""}",,232.jpg,20,190.0,R_5pH2RoJ4CL6ytxL
wgd_234_10,112.0,0.89,"{""Answer"": ""112"", ""Confidence"": ""0.89""}",,234.jpg,10,138.0,R_5pH2RoJ4CL6ytxL
wgd_236_01,115.0,0.04,"{""Answer"": ""115"", ""Confidence"": ""0.04""}",,236.jpg,1,117.0,R_5pH2RoJ4CL6ytxL
wgd_238_05,168.0,0.27,"{""Answer"": ""168"", ""Confidence"": ""0.27""}",,238.jpg,5,181.0,R_5pH2RoJ4CL6ytxL
wgd_244_01,155.0,0.04,"{""Answer"": ""155"", ""Confidence"": ""0.04""}",,244.jpg,1,161.0,R_5pH2RoJ4CL6ytxL
wgd_245_01,170.0,0.02,"{""Answer"": ""170"", ""Confidence"": ""0.02""}",,245.jpg,1,169.0,R_5pH2RoJ4CL6ytxL
wgd_246_05,113.0,0.8,"{""Answer"": ""113"", ""Confidence"": ""0.8""}",,246.jpg,5,117.0,R_5pH2RoJ4CL6ytxL
wgd_247_01,118.0,0.02,"{""Answer"": ""118"", ""Confidence"": ""0.02""}",,247.jpg,1,157.0,R_5pH2RoJ4CL6ytxL
wgd_250_20,163.0,0.98,"{""Answer"": ""163"", ""Confidence"": ""0.98""}",,250.jpg,20,171.0,R_5pH2RoJ4CL6ytxL
wgd_251_20,181.0,0.96,"{""Answer"": ""181"", ""Confidence"": ""0.96""}",,251.jpg,20,174.0,R_5pH2RoJ4CL6ytxL
wgd_200_10,185.0,0.09,"{""Answer"": ""185"", ""Confidence"": ""0.09""}",,200.jpg,10,214.0,R_6DnxnFiWR2IiUal
wgd_201_05,145.0,0.29,"{""Answer"": ""145"", ""Confidence"": ""0.29""}",,201.jpg,5,158.0,R_6DnxnFiWR2IiUal
wgd_209_05,150.0,0.07,"{""Answer"": ""150"", ""Confidence"": ""0.07""}",,209.jpg,5,136.0,R_6DnxnFiWR2IiUal
wgd_211_01,165.0,0.13,"{""Answer"": ""165"", ""Confidence"": ""0.13""}",,211.jpg,1,146.0,R_6DnxnFiWR2IiUal
wgd_212_20,145.0,0.12,"{""Answer"": ""145"", ""Confidence"": ""0.12""}",,212.jpg,20,147.0,R_6DnxnFiWR2IiUal
wgd_213_20,175.0,0.75,"{""Answer"": ""175"", ""Confidence"": ""0.75""}",,213.jpg,20,174.0,R_6DnxnFiWR2IiUal
wgd_214_10,175.0,0.07,"{""Answer"": ""175"", ""Confidence"": ""0.07""}",,214.jpg,10,187.0,R_6DnxnFiWR2IiUal
wgd_222_20,150.0,0.11,"{""Answer"": ""150"", ""Confidence"": ""0.11""}",,222.jpg,20,115.0,R_6DnxnFiWR2IiUal
wgd_224_10,140.0,0.1,"{""Answer"": ""140"", ""Confidence"": ""0.1""}",,224.jpg,10,106.0,R_6DnxnFiWR2IiUal
wgd_227_10,175.0,0.07,"{""Answer"": ""175"", ""Confidence"": ""0.07""}",,227.jpg,10,180.0,R_6DnxnFiWR2IiUal
wgd_233_20,180.0,0.73,"{""Answer"": ""180"", ""Confidence"": ""0.73""}",,233.jpg,20,180.0,R_6DnxnFiWR2IiUal
wgd_234_01,140.0,0.08,"{""Answer"": ""140"", ""Confidence"": ""0.08""}",,234.jpg,1,138.0,R_6DnxnFiWR2IiUal
wgd_235_05,145.0,0.18,"{""Answer"": ""145"", ""Confidence"": ""0.18""}",,235.jpg,5,134.0,R_6DnxnFiWR2IiUal
wgd_236_05,135.0,0.22,"{""Answer"": ""135"", ""Confidence"": ""0.22""}",,236.jpg,5,117.0,R_6DnxnFiWR2IiUal
wgd_237_01,167.0,0.09,"{""Answer"": ""167"", ""Confidence"": ""0.09""}",,237.jpg,1,170.0,R_6DnxnFiWR2IiUal
wgd_239_01,155.0,0.12,"{""Answer"": ""155"", ""Confidence"": ""0.12""}",,239.jpg,1,117.0,R_6DnxnFiWR2IiUal
wgd_241_10,195.0,0.08,"{""Answer"": ""195"", ""Confidence"": ""0.08""}",,241.jpg,10,150.0,R_6DnxnFiWR2IiUal
wgd_243_05,175.0,0.25,"{""Answer"": ""175"", ""Confidence"": ""0.25""}",,243.jpg,5,157.0,R_6DnxnFiWR2IiUal
wgd_244_20,190.0,0.06,"{""Answer"": ""190"", ""Confidence"": ""0.06""}",,244.jpg,20,161.0,R_6DnxnFiWR2IiUal
wgd_245_01,175.0,0.11,"{""Answer"": ""175"", ""Confidence"": ""0.11""}",,245.jpg,1,169.0,R_6DnxnFiWR2IiUal
wgd_201_05,145.0,0.35,"{""Answer"": ""145"", ""Confidence"": ""0.35""}",,201.jpg,5,158.0,R_6w0oj3Y3vqtUi7t
wgd_203_20,140.0,0.62,"{""Answer"": ""140"", ""Confidence"": ""0.62""}",,203.jpg,20,128.0,R_6w0oj3Y3vqtUi7t
wgd_206_20,185.0,0.66,"{""Answer"": ""185"", ""Confidence"": ""0.66""}",,206.jpg,20,165.0,R_6w0oj3Y3vqtUi7t
wgd_209_10,165.0,0.41,"{""Answer"": ""165"", ""Confidence"": ""0.41""}",,209.jpg,10,136.0,R_6w0oj3Y3vqtUi7t
wgd_211_05,180.0,0.37,"{""Answer"": ""180"", ""Confidence"": ""0.37""}",,211.jpg,5,146.0,R_6w0oj3Y3vqtUi7t
wgd_212_20,130.0,0.65,"{""Answer"": ""130"", ""Confidence"": ""0.65""}",,212.jpg,20,147.0,R_6w0oj3Y3vqtUi7t
wgd_213_05,180.0,0.23,"{""Answer"": ""180"", ""Confidence"": ""0.23""}",,213.jpg,5,174.0,R_6w0oj3Y3vqtUi7t
wgd_215_01,150.0,0.03,"{""Answer"": ""150"", ""Confidence"": ""0.03""}",,215.jpg,1,154.0,R_6w0oj3Y3vqtUi7t
wgd_220_05,165.0,0.42,"{""Answer"": ""165"", ""Confidence"": ""0.42""}",,220.jpg,5,149.0,R_6w0oj3Y3vqtUi7t
wgd_222_10,165.0,0.45,"{""Answer"": ""165"", ""Confidence"": ""0.45""}",,222.jpg,10,115.0,R_6w0oj3Y3vqtUi7t
wgd_223_20,220.0,0.54,"{""Answer"": ""220"", ""Confidence"": ""0.54""}",,223.jpg,20,183.0,R_6w0oj3Y3vqtUi7t
wgd_225_01,120.0,0.04,"{""Answer"": ""120"", ""Confidence"": ""0.04""}",,225.jpg,1,121.0,R_6w0oj3Y3vqtUi7t
wgd_228_01,150.0,0.04,"{""Answer"": ""150"", ""Confidence"": ""0.04""}",,228.jpg,1,135.0,R_6w0oj3Y3vqtUi7t
wgd_230_05,135.0,0.61,"{""Answer"": ""135"", ""Confidence"": ""0.61""}",,230.jpg,5,105.0,R_6w0oj3Y3vqtUi7t
wgd_231_10,185.0,0.55,"{""Answer"": ""185"", ""Confidence"": ""0.55""}",,231.jpg,10,145.0,R_6w0oj3Y3vqtUi7t
wgd_233_01,175.0,0.04,"{""Answer"": ""175"", ""Confidence"": ""0.04""}",,233.jpg,1,180.0,R_6w0oj3Y3vqtUi7t
wgd_236_20,135.0,0.6,"{""Answer"": ""135"", ""Confidence"": ""0.6""}",,236.jpg,20,117.0,R_6w0oj3Y3vqtUi7t
wgd_243_01,175.0,0.02,"{""Answer"": ""175"", ""Confidence"": ""0.02""}",,243.jpg,1,157.0,R_6w0oj3Y3vqtUi7t
wgd_244_10,185.0,0.31,"{""Answer"": ""185"", ""Confidence"": ""0.31""}",,244.jpg,10,161.0,R_6w0oj3Y3vqtUi7t
wgd_245_10,165.0,0.79,"{""Answer"": ""165"", ""Confidence"": ""0.79""}",,245.jpg,10,169.0,R_6w0oj3Y3vqtUi7t
wgd_200_10,180.0,0.91,"{""Answer"": ""180"", ""Confidence"": ""0.91""}",,200.jpg,10,214.0,R_3phcPqtIyWXrwqO
wgd_203_20,110.0,1.0,"{""Answer"": ""110"", ""Confidence"": ""1.0""}",,203.jpg,20,128.0,R_3phcPqtIyWXrwqO
wgd_204_20,125.0,1.0,"{""Answer"": ""125"", ""Confidence"": ""1.0""}",,204.jpg,20,138.0,R_3phcPqtIyWXrwqO
wgd_205_20,105.0,1.0,"{""Answer"": ""105"", ""Confidence"": ""1.0""}",,205.jpg,20,104.0,R_3phcPqtIyWXrwqO
wgd_209_10,145.0,0.82,"{""Answer"": ""145"", ""Confidence"": ""0.82""}",,209.jpg,10,136.0,R_3phcPqtIyWXrwqO
wgd_212_05,115.0,0.74,"{""Answer"": ""115"", ""Confidence"": ""0.74""}",,212.jpg,5,147.0,R_3phcPqtIyWXrwqO
wgd_214_01,160.0,0.83,"{""Answer"": ""160"", ""Confidence"": ""0.83""}",,214.jpg,1,187.0,R_3phcPqtIyWXrwqO
wgd_217_05,100.0,0.91,"{""Answer"": ""100"", ""Confidence"": ""0.91""}",,217.jpg,5,116.0,R_3phcPqtIyWXrwqO
wgd_222_20,130.0,0.72,"{""Answer"": ""130"", ""Confidence"": ""0.72""}",,222.jpg,20,115.0,R_3phcPqtIyWXrwqO
wgd_223_01,170.0,0.65,"{""Answer"": ""170"", ""Confidence"": ""0.65""}",,223.jpg,1,183.0,R_3phcPqtIyWXrwqO
wgd_227_01,160.0,0.51,"{""Answer"": ""160"", ""Confidence"": ""0.51""}",,227.jpg,1,180.0,R_3phcPqtIyWXrwqO
wgd_229_05,90.0,0.91,"{""Answer"": ""90"", ""Confidence"": ""0.91""}",,229.jpg,5,127.0,R_3phcPqtIyWXrwqO
wgd_231_05,155.0,0.78,"{""Answer"": ""155"", ""Confidence"": ""0.78""}",,231.jpg,5,145.0,R_3phcPqtIyWXrwqO
wgd_234_10,105.0,1.0,"{""Answer"": ""105"", ""Confidence"": ""1.0""}",,234.jpg,10,138.0,R_3phcPqtIyWXrwqO
wgd_235_01,135.0,0.82,"{""Answer"": ""135"", ""Confidence"": ""0.82""}",,235.jpg,1,134.0,R_3phcPqtIyWXrwqO
wgd_239_10,110.0,0.93,"{""Answer"": ""110"", ""Confidence"": ""0.93""}",,239.jpg,10,117.0,R_3phcPqtIyWXrwqO
wgd_243_01,160.0,0.83,"{""Answer"": ""160"", ""Confidence"": ""0.83""}",,243.jpg,1,157.0,R_3phcPqtIyWXrwqO
wgd_246_10,110.0,1.0,"{""Answer"": ""110"", ""Confidence"": ""1.0""}",,246.jpg,10,117.0,R_3phcPqtIyWXrwqO
wgd_248_20,120.0,1.0,"{""Answer"": ""120"", ""Confidence"": ""1.0""}",,248.jpg,20,121.0,R_3phcPqtIyWXrwqO
wgd_249_05,120.0,0.83,"{""Answer"": ""120"", ""Confidence"": ""0.83""}",,249.jpg,5,138.0,R_3phcPqtIyWXrwqO
wgd_201_10,155.0,0.4,"{""Answer"": ""155"", ""Confidence"": ""0.4""}",,201.jpg,10,158.0,R_6n777uAx8zo1AWJ
wgd_203_05,150.0,0.21,"{""Answer"": ""150"", ""Confidence"": ""0.21""}",,203.jpg,5,128.0,R_6n777uAx8zo1AWJ
wgd_212_01,140.0,0.0,"{""Answer"": ""140"", ""Confidence"": ""0.0""}",,212.jpg,1,147.0,R_6n777uAx8zo1AWJ
wgd_216_01,175.0,0.0,"{""Answer"": ""175"", ""Confidence"": ""0.0""}",,216.jpg,1,180.0,R_6n777uAx8zo1AWJ
wgd_217_01,120.0,0.0,"{""Answer"": ""120"", ""Confidence"": ""0.0""}",,217.jpg,1,116.0,R_6n777uAx8zo1AWJ
wgd_218_20,180.0,0.79,"{""Answer"": ""180"", ""Confidence"": ""0.79""}",,218.jpg,20,165.0,R_6n777uAx8zo1AWJ
wgd_223_10,190.0,0.48,"{""Answer"": ""190"", ""Confidence"": ""0.48""}",,223.jpg,10,183.0,R_6n777uAx8zo1AWJ
wgd_225_01,120.0,0.0,"{""Answer"": ""120"", ""Confidence"": ""0.0""}",,225.jpg,1,121.0,R_6n777uAx8zo1AWJ
wgd_227_20,170.0,0.82,"{""Answer"": ""170"", ""Confidence"": ""0.82""}",,227.jpg,20,180.0,R_6n777uAx8zo1AWJ
wgd_229_05,140.0,0.38,"{""Answer"": ""140"", ""Confidence"": ""0.38""}",,229.jpg,5,127.0,R_6n777uAx8zo1AWJ
wgd_231_01,170.0,1.0,"{""Answer"": ""170"", ""Confidence"": ""1.0""}",,231.jpg,1,145.0,R_6n777uAx8zo1AWJ
wgd_236_05,130.0,0.42,"{""Answer"": ""130"", ""Confidence"": ""0.42""}",,236.jpg,5,117.0,R_6n777uAx8zo1AWJ
wgd_238_20,165.0,0.98,"{""Answer"": ""165"", ""Confidence"": ""0.98""}",,238.jpg,20,181.0,R_6n777uAx8zo1AWJ
wgd_241_10,180.0,0.32,"{""Answer"": ""180"", ""Confidence"": ""0.32""}",,241.jpg,10,150.0,R_6n777uAx8zo1AWJ
wgd_242_05,170.0,0.28,"{""Answer"": ""170"", ""Confidence"": ""0.28""}",,242.jpg,5,171.0,R_6n777uAx8zo1AWJ
wgd_244_20,175.0,0.93,"{""Answer"": ""175"", ""Confidence"": ""0.93""}",,244.jpg,20,161.0,R_6n777uAx8zo1AWJ
wgd_248_20,145.0,0.83,"{""Answer"": ""145"", ""Confidence"": ""0.83""}",,248.jpg,20,121.0,R_6n777uAx8zo1AWJ
wgd_249_10,130.0,0.5,"{""Answer"": ""130"", ""Confidence"": ""0.5""}",,249.jpg,10,138.0,R_6n777uAx8zo1AWJ
wgd_250_10,175.0,0.47,"{""Answer"": ""175"", ""Confidence"": ""0.47""}",,250.jpg,10,171.0,R_6n777uAx8zo1AWJ
wgd_251_05,175.0,0.24,"{""Answer"": ""175"", ""Confidence"": ""0.24""}",,251.jpg,5,174.0,R_6n777uAx8zo1AWJ
wgd_204_20,125.0,0.55,"{""Answer"": ""125"", ""Confidence"": ""0.55""}",,204.jpg,20,138.0,R_7xszOKyXXz5YpZn
wgd_206_01,127.0,0.04,"{""Answer"": ""127"", ""Confidence"": ""0.04""}",,206.jpg,1,165.0,R_7xszOKyXXz5YpZn
wgd_208_05,125.0,0.37,"{""Answer"": ""125"", ""Confidence"": ""0.37""}",,208.jpg,5,139.0,R_7xszOKyXXz5YpZn
wgd_209_10,132.0,0.31,"{""Answer"": ""132"", ""Confidence"": ""0.31""}",,209.jpg,10,136.0,R_7xszOKyXXz5YpZn
wgd_210_10,145.0,0.41,"{""Answer"": ""145"", ""Confidence"": ""0.41""}",,210.jpg,10,167.0,R_7xszOKyXXz5YpZn
wgd_213_05,127.0,0.4,"{""Answer"": ""127"", ""Confidence"": ""0.4""}",,213.jpg,5,174.0,R_7xszOKyXXz5YpZn
