question_id,Answer,Confidence,raw,error,true_lifespan_x,min_age_x,sex_x,radius_x,best_answer_x,MAS_x,true_lifespan_y,min_age_y,sex_y,radius_y,best_answer_y,MAS_y
547,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.21,27.0,male,8.0,81.74,0.483001,76.21,27,male,8,81.74,0.483001
548,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.21,27.0,male,9.0,81.5,0.532755,76.21,27,male,9,81.5,0.532755
549,74.0,0.83,"{""Answer"": ""74"", ""Confidence"": ""0.83""}",,76.21,27.0,male,10.0,81.23,0.579361,76.21,27,male,10,81.23,0.579361
550,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.21,27.0,male,11.0,80.94,0.622748,76.21,27,male,11,80.94,0.622748
551,74.0,0.83,"{""Answer"": ""74"", ""Confidence"": ""0.83""}",,76.21,27.0,male,12.0,80.62,0.662901,76.21,27,male,12,80.62,0.662901
552,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.21,27.0,male,13.0,80.28,0.699852,76.21,27,male,13,80.28,0.699852
553,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.21,27.0,male,14.0,79.92,0.733677,76.21,27,male,14,79.92,0.733677
554,73.0,0.95,"{""Answer"": ""73"", ""Confidence"": ""0.95""}",,76.21,27.0,male,15.0,79.53,0.764485,76.21,27,male,15,79.53,0.764485
555,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.21,27.0,male,16.0,79.12,0.792412,76.21,27,male,16,79.12,0.792412
556,74.0,0.97,"{""Answer"": ""74"", ""Confidence"": ""0.97""}",,76.21,27.0,male,17.0,78.69,0.817617,76.21,27,male,17,78.69,0.817617
557,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.21,27.0,male,18.0,78.25,0.840271,76.21,27,male,18,78.25,0.840271
558,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.21,27.0,male,19.0,77.78,0.860554,76.21,27,male,19,77.78,0.860554
559,74.0,0.75,"{""Answer"": ""74"", ""Confidence"": ""0.75""}",,76.21,27.0,male,20.0,77.3,0.878648,76.21,27,male,20,77.3,0.878648
560,75.29,0.0,"{""Answer"": ""75.29"", ""Confidence"": ""0""}",,76.31,28.0,male,1.0,82.65,0.065296,76.31,28,male,1,82.65,0.065296
561,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.31,28.0,male,2.0,82.6,0.130087,76.31,28,male,2,82.6,0.130087
562,75.0,0.95,"{""Answer"": ""75"", ""Confidence"": ""0.95""}",,76.31,28.0,male,3.0,82.53,0.193884,76.31,28,male,3,82.53,0.193884
563,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.31,28.0,male,4.0,82.43,0.256223,76.31,28,male,4,82.43,0.256223
564,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.31,28.0,male,5.0,82.3,0.316683,76.31,28,male,5,82.3,0.316683
565,75.0,0.75,"{""Answer"": ""75"", ""Confidence"": ""0.75""}",,76.31,28.0,male,6.0,82.14,0.374888,76.31,28,male,6,82.14,0.374888
566,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.31,28.0,male,7.0,81.95,0.430523,76.31,28,male,7,81.95,0.430523
567,75.0,0.95,"{""Answer"": ""75"", ""Confidence"": ""0.95""}",,76.31,28.0,male,8.0,81.74,0.48333,76.31,28,male,8,81.74,0.48333
568,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.31,28.0,male,9.0,81.5,0.533118,76.31,28,male,9,81.5,0.533118
569,76.0,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,76.31,28.0,male,10.0,81.23,0.579756,76.31,28,male,10,81.23,0.579756
570,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.31,28.0,male,11.0,80.94,0.623173,76.31,28,male,11,80.94,0.623173
571,74.0,0.954,"{""Answer"": ""74"", ""Confidence"": ""0.954""}",,76.31,28.0,male,12.0,80.62,0.663353,76.31,28,male,12,80.62,0.663353
572,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.31,28.0,male,13.0,80.28,0.70033,76.31,28,male,13,80.28,0.70033
573,72.0,0.95,"{""Answer"": ""72"", ""Confidence"": ""0.95""}",,76.31,28.0,male,14.0,79.92,0.734178,76.31,28,male,14,79.92,0.734178
574,74.0,0.75,"{""Answer"": ""74"", ""Confidence"": ""0.75""}",,76.31,28.0,male,15.0,79.53,0.765006,76.31,28,male,15,79.53,0.765006
575,75.0,0.95,"{""Answer"": ""75"", ""Confidence"": ""0.95""}",,76.31,28.0,male,16.0,79.12,0.792953,76.31,28,male,16,79.12,0.792953
576,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.31,28.0,male,17.0,78.69,0.818175,76.31,28,male,17,78.69,0.818175
577,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.31,28.0,male,18.0,78.25,0.840844,76.31,28,male,18,78.25,0.840844
578,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.31,28.0,male,19.0,77.78,0.861141,76.31,28,male,19,77.78,0.861141
579,74.0,0.75,"{""Answer"": ""74"", ""Confidence"": ""0.75""}",,76.31,28.0,male,20.0,77.3,0.879247,76.31,28,male,20,77.3,0.879247
580,75.0,0.05,"{""Answer"": ""75"", ""Confidence"": ""0.05""}",,76.41,29.0,male,1.0,82.65,0.065344,76.41,29,male,1,82.65,0.065344
581,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.41,29.0,male,2.0,82.6,0.130184,76.41,29,male,2,82.6,0.130184
582,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.41,29.0,male,3.0,82.53,0.194028,76.41,29,male,3,82.53,0.194028
583,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.41,29.0,male,4.0,82.43,0.256414,76.41,29,male,4,82.43,0.256414
584,74.0,0.8,"{""Answer"": ""74"", ""Confidence"": ""0.8""}",,76.41,29.0,male,5.0,82.3,0.316919,76.41,29,male,5,82.3,0.316919
585,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.41,29.0,male,6.0,82.14,0.375167,76.41,29,male,6,82.14,0.375167
586,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.41,29.0,male,7.0,81.95,0.430843,76.41,29,male,7,81.95,0.430843
587,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.41,29.0,male,8.0,81.74,0.48369,76.41,29,male,8,81.74,0.48369
588,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,76.41,29.0,male,9.0,81.5,0.533515,76.41,29,male,9,81.5,0.533515
589,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.41,29.0,male,10.0,81.23,0.580188,76.41,29,male,10,81.23,0.580188
590,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.41,29.0,male,11.0,80.94,0.623637,76.41,29,male,11,80.94,0.623637
591,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.41,29.0,male,12.0,80.62,0.663847,76.41,29,male,12,80.62,0.663847
592,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.41,29.0,male,13.0,80.28,0.700852,76.41,29,male,13,80.28,0.700852
593,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.41,29.0,male,14.0,79.92,0.734724,76.41,29,male,14,79.92,0.734724
594,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.41,29.0,male,15.0,79.53,0.765576,76.41,29,male,15,79.53,0.765576
595,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,76.41,29.0,male,16.0,79.12,0.793544,76.41,29,male,16,79.12,0.793544
596,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.41,29.0,male,17.0,78.69,0.818785,76.41,29,male,17,78.69,0.818785
597,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,76.41,29.0,male,18.0,78.25,0.841471,76.41,29,male,18,78.25,0.841471
598,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.41,29.0,male,19.0,77.78,0.861782,76.41,29,male,19,77.78,0.861782
599,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.41,29.0,male,20.0,77.3,0.879902,76.41,29,male,20,77.3,0.879902
600,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,76.51,30.0,male,1.0,82.65,0.065398,76.51,30,male,1,82.65,0.065398
601,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.51,30.0,male,2.0,82.6,0.13029,76.51,30,male,2,82.6,0.13029
602,76.0,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,76.51,30.0,male,3.0,82.53,0.194186,76.51,30,male,3,82.53,0.194186
603,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,76.51,30.0,male,4.0,82.43,0.256623,76.51,30,male,4,82.43,0.256623
604,76.0,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,76.51,30.0,male,5.0,82.3,0.317177,76.51,30,male,5,82.3,0.317177
605,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.51,30.0,male,6.0,82.14,0.375473,76.51,30,male,6,82.14,0.375473
606,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.51,30.0,male,7.0,81.95,0.431194,76.51,30,male,7,81.95,0.431194
607,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.51,30.0,male,8.0,81.74,0.484084,76.51,30,male,8,81.74,0.484084
608,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.51,30.0,male,9.0,81.5,0.533949,76.51,30,male,9,81.5,0.533949
609,76.0,0.8,"{""Answer"": ""76"", ""Confidence"": ""0.8""}",,76.51,30.0,male,10.0,81.23,0.58066,76.51,30,male,10,81.23,0.58066
610,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.51,30.0,male,11.0,80.94,0.624145,76.51,30,male,11,80.94,0.624145
611,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.51,30.0,male,12.0,80.62,0.664388,76.51,30,male,12,80.62,0.664388
612,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.51,30.0,male,13.0,80.28,0.701422,76.51,30,male,13,80.28,0.701422
613,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.51,30.0,male,14.0,79.92,0.735322,76.51,30,male,14,79.92,0.735322
614,76.0,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,76.51,30.0,male,15.0,79.53,0.766199,76.51,30,male,15,79.53,0.766199
615,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,76.51,30.0,male,16.0,79.12,0.794189,76.51,30,male,16,79.12,0.794189
616,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.51,30.0,male,17.0,78.69,0.819451,76.51,30,male,17,78.69,0.819451
617,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.51,30.0,male,18.0,78.25,0.842155,76.51,30,male,18,78.25,0.842155
618,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.51,30.0,male,19.0,77.78,0.862483,76.51,30,male,19,77.78,0.862483
619,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.51,30.0,male,20.0,77.3,0.880618,76.51,30,male,20,77.3,0.880618
620,75.0,0.05,"{""Answer"": ""75"", ""Confidence"": ""0.05""}",,76.62,31.0,male,1.0,82.65,0.065456,76.62,31,male,1,82.65,0.065456
621,77.0,0.84,"{""Answer"": ""77"", ""Confidence"": ""0.84""}",,76.62,31.0,male,2.0,82.6,0.130406,76.62,31,male,2,82.6,0.130406
622,76.0,0.68,"{""Answer"": ""76"", ""Confidence"": ""0.68""}",,76.62,31.0,male,3.0,82.53,0.194359,76.62,31,male,3,82.53,0.194359
623,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.62,31.0,male,4.0,82.43,0.256851,76.62,31,male,4,82.43,0.256851
624,74.0,0.84,"{""Answer"": ""74"", ""Confidence"": ""0.84""}",,76.62,31.0,male,5.0,82.3,0.317458,76.62,31,male,5,82.3,0.317458
625,74.0,0.75,"{""Answer"": ""74"", ""Confidence"": ""0.75""}",,76.62,31.0,male,6.0,82.14,0.375806,76.62,31,male,6,82.14,0.375806
626,76.0,0.86,"{""Answer"": ""76"", ""Confidence"": ""0.86""}",,76.62,31.0,male,7.0,81.95,0.431577,76.62,31,male,7,81.95,0.431577
627,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.62,31.0,male,8.0,81.74,0.484514,76.62,31,male,8,81.74,0.484514
628,75.0,0.86,"{""Answer"": ""75"", ""Confidence"": ""0.86""}",,76.62,31.0,male,9.0,81.5,0.534424,76.62,31,male,9,81.5,0.534424
629,76.0,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,76.62,31.0,male,10.0,81.23,0.581176,76.62,31,male,10,81.23,0.581176
630,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.62,31.0,male,11.0,80.94,0.624699,76.62,31,male,11,80.94,0.624699
631,75.0,0.95,"{""Answer"": ""75"", ""Confidence"": ""0.95""}",,76.62,31.0,male,12.0,80.62,0.664978,76.62,31,male,12,80.62,0.664978
632,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,76.62,31.0,male,13.0,80.28,0.702045,76.62,31,male,13,80.28,0.702045
633,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.62,31.0,male,14.0,79.92,0.735976,76.62,31,male,14,79.92,0.735976
634,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.62,31.0,male,15.0,79.53,0.76688,76.62,31,male,15,79.53,0.76688
635,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,76.62,31.0,male,16.0,79.12,0.794895,76.62,31,male,16,79.12,0.794895
636,75.0,0.95,"{""Answer"": ""75"", ""Confidence"": ""0.95""}",,76.62,31.0,male,17.0,78.69,0.820179,76.62,31,male,17,78.69,0.820179
637,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,76.62,31.0,male,18.0,78.25,0.842904,76.62,31,male,18,78.25,0.842904
638,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.62,31.0,male,19.0,77.78,0.86325,76.62,31,male,19,77.78,0.86325
639,76.0,0.83,"{""Answer"": ""76"", ""Confidence"": ""0.83""}",,76.62,31.0,male,20.0,77.3,0.881401,76.62,31,male,20,77.3,0.881401
640,76.0,0.05,"{""Answer"": ""76"", ""Confidence"": ""0.05""}",,76.73,32.0,male,1.0,82.65,0.065519,76.73,32,male,1,82.65,0.065519
641,75.8,0.95,"{""Answer"": ""75.8"", ""Confidence"": ""0.95""}",,76.73,32.0,male,2.0,82.6,0.130532,76.73,32,male,2,82.6,0.130532
642,77.0,0.72,"{""Answer"": ""77"", ""Confidence"": ""0.72""}",,76.73,32.0,male,3.0,82.53,0.194547,76.73,32,male,3,82.53,0.194547
643,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.73,32.0,male,4.0,82.43,0.2571,76.73,32,male,4,82.43,0.2571
644,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.73,32.0,male,5.0,82.3,0.317767,76.73,32,male,5,82.3,0.317767
645,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,76.73,32.0,male,6.0,82.14,0.376171,76.73,32,male,6,82.14,0.376171
646,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.73,32.0,male,7.0,81.95,0.431996,76.73,32,male,7,81.95,0.431996
647,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.73,32.0,male,8.0,81.74,0.484984,76.73,32,male,8,81.74,0.484984
648,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.73,32.0,male,9.0,81.5,0.534943,76.73,32,male,9,81.5,0.534943
649,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,76.73,32.0,male,10.0,81.23,0.58174,76.73,32,male,10,81.23,0.58174
650,75.0,0.95,"{""Answer"": ""75"", ""Confidence"": ""0.95""}",,76.73,32.0,male,11.0,80.94,0.625306,76.73,32,male,11,80.94,0.625306
651,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.73,32.0,male,12.0,80.62,0.665623,76.73,32,male,12,80.62,0.665623
652,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.73,32.0,male,13.0,80.28,0.702727,76.73,32,male,13,80.28,0.702727
653,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.73,32.0,male,14.0,79.92,0.73669,76.73,32,male,14,79.92,0.73669
654,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.73,32.0,male,15.0,79.53,0.767624,76.73,32,male,15,79.53,0.767624
655,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.73,32.0,male,16.0,79.12,0.795667,76.73,32,male,16,79.12,0.795667
656,74.0,0.9545,"{""Answer"": ""74"", ""Confidence"": ""0.9545""}",,76.73,32.0,male,17.0,78.69,0.820975,76.73,32,male,17,78.69,0.820975
657,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.73,32.0,male,18.0,78.25,0.843722,76.73,32,male,18,78.25,0.843722
658,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.73,32.0,male,19.0,77.78,0.864088,76.73,32,male,19,77.78,0.864088
659,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,76.73,32.0,male,20.0,77.3,0.882256,76.73,32,male,20,77.3,0.882256
660,76.23,0.0,"{""Answer"": ""76.23"", ""Confidence"": ""0""}",,76.84,33.0,male,1.0,82.65,0.065589,76.84,33,male,1,82.65,0.065589
661,76.0,0.88,"{""Answer"": ""76"", ""Confidence"": ""0.88""}",,76.84,33.0,male,2.0,82.6,0.130671,76.84,33,male,2,82.6,0.130671
662,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.84,33.0,male,3.0,82.53,0.194753,76.84,33,male,3,82.53,0.194753
663,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,76.84,33.0,male,4.0,82.43,0.257373,76.84,33,male,4,82.43,0.257373
664,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.84,33.0,male,5.0,82.3,0.318103,76.84,33,male,5,82.3,0.318103
665,75.0,0.87,"{""Answer"": ""75"", ""Confidence"": ""0.87""}",,76.84,33.0,male,6.0,82.14,0.37657,76.84,33,male,6,82.14,0.37657
666,75.0,0.95,"{""Answer"": ""75"", ""Confidence"": ""0.95""}",,76.84,33.0,male,7.0,81.95,0.432454,76.84,33,male,7,81.95,0.432454
667,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.84,33.0,male,8.0,81.74,0.485498,76.84,33,male,8,81.74,0.485498
668,74.0,0.68,"{""Answer"": ""74"", ""Confidence"": ""0.68""}",,76.84,33.0,male,9.0,81.5,0.53551,76.84,33,male,9,81.5,0.53551
669,74.0,0.75,"{""Answer"": ""74"", ""Confidence"": ""0.75""}",,76.84,33.0,male,10.0,81.23,0.582357,76.84,33,male,10,81.23,0.582357
670,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.84,33.0,male,11.0,80.94,0.625968,76.84,33,male,11,80.94,0.625968
671,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.84,33.0,male,12.0,80.62,0.666329,76.84,33,male,12,80.62,0.666329
672,74.0,0.954,"{""Answer"": ""74"", ""Confidence"": ""0.954""}",,76.84,33.0,male,13.0,80.28,0.703471,76.84,33,male,13,80.28,0.703471
673,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.84,33.0,male,14.0,79.92,0.737471,76.84,33,male,14,79.92,0.737471
674,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.84,33.0,male,15.0,79.53,0.768438,76.84,33,male,15,79.53,0.768438
675,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.84,33.0,male,16.0,79.12,0.79651,76.84,33,male,16,79.12,0.79651
676,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.84,33.0,male,17.0,78.69,0.821845,76.84,33,male,17,78.69,0.821845
677,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.84,33.0,male,18.0,78.25,0.844616,76.84,33,male,18,78.25,0.844616
678,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.84,33.0,male,19.0,77.78,0.865004,76.84,33,male,19,77.78,0.865004
679,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.84,33.0,male,20.0,77.3,0.883191,76.84,33,male,20,77.3,0.883191
680,75.0,0.05,"{""Answer"": ""75"", ""Confidence"": ""0.05""}",,76.96,34.0,male,1.0,82.65,0.065665,76.96,34,male,1,82.65,0.065665
681,75.0,0.85,"{""Answer"": ""75"", ""Confidence"": ""0.85""}",,76.96,34.0,male,2.0,82.6,0.130822,76.96,34,male,2,82.6,0.130822
682,74.0,0.75,"{""Answer"": ""74"", ""Confidence"": ""0.75""}",,76.96,34.0,male,3.0,82.53,0.194979,76.96,34,male,3,82.53,0.194979
683,75.0,0.95,"{""Answer"": ""75"", ""Confidence"": ""0.95""}",,76.96,34.0,male,4.0,82.43,0.257671,76.96,34,male,4,82.43,0.257671
684,74.0,0.81,"{""Answer"": ""74"", ""Confidence"": ""0.81""}",,76.96,34.0,male,5.0,82.3,0.318472,76.96,34,male,5,82.3,0.318472
685,75.0,0.95,"{""Answer"": ""75"", ""Confidence"": ""0.95""}",,76.96,34.0,male,6.0,82.14,0.377006,76.96,34,male,6,82.14,0.377006
686,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.96,34.0,male,7.0,81.95,0.432955,76.96,34,male,7,81.95,0.432955
687,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.96,34.0,male,8.0,81.74,0.486061,76.96,34,male,8,81.74,0.486061
688,75.0,0.95,"{""Answer"": ""75"", ""Confidence"": ""0.95""}",,76.96,34.0,male,9.0,81.5,0.53613,76.96,34,male,9,81.5,0.53613
689,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.96,34.0,male,10.0,81.23,0.583031,76.96,34,male,10,81.23,0.583031
690,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.96,34.0,male,11.0,80.94,0.626693,76.96,34,male,11,80.94,0.626693
691,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.96,34.0,male,12.0,80.62,0.667101,76.96,34,male,12,80.62,0.667101
692,74.0,0.84,"{""Answer"": ""74"", ""Confidence"": ""0.84""}",,76.96,34.0,male,13.0,80.28,0.704286,76.96,34,male,13,80.28,0.704286
693,76.0,0.86,"{""Answer"": ""76"", ""Confidence"": ""0.86""}",,76.96,34.0,male,14.0,79.92,0.738325,76.96,34,male,14,79.92,0.738325
694,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.96,34.0,male,15.0,79.53,0.769328,76.96,34,male,15,79.53,0.769328
695,75.0,0.95,"{""Answer"": ""75"", ""Confidence"": ""0.95""}",,76.96,34.0,male,16.0,79.12,0.797432,76.96,34,male,16,79.12,0.797432
696,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.96,34.0,male,17.0,78.69,0.822797,76.96,34,male,17,78.69,0.822797
697,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,76.96,34.0,male,18.0,78.25,0.845594,76.96,34,male,18,78.25,0.845594
698,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.96,34.0,male,19.0,77.78,0.866005,76.96,34,male,19,77.78,0.866005
699,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,76.96,34.0,male,20.0,77.3,0.884214,76.96,34,male,20,77.3,0.884214
700,77.0,0.05,"{""Answer"": ""77"", ""Confidence"": ""0.05""}",,77.08,35.0,male,1.0,82.65,0.065748,77.08,35,male,1,82.65,0.065748
701,76.0,0.62,"{""Answer"": ""76"", ""Confidence"": ""0.62""}",,77.08,35.0,male,2.0,82.6,0.130987,77.08,35,male,2,82.6,0.130987
702,76.0,0.95,"{""Answer"": ""76"", ""Confidence"": ""0.95""}",,77.08,35.0,male,3.0,82.53,0.195226,77.08,35,male,3,82.53,0.195226
703,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,77.08,35.0,male,4.0,82.43,0.257997,77.08,35,male,4,82.43,0.257997
704,77.0,0.75,"{""Answer"": ""77"", ""Confidence"": ""0.75""}",,77.08,35.0,male,5.0,82.3,0.318874,77.08,35,male,5,82.3,0.318874
705,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,77.08,35.0,male,6.0,82.14,0.377483,77.08,35,male,6,82.14,0.377483
706,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,77.08,35.0,male,7.0,81.95,0.433502,77.08,35,male,7,81.95,0.433502
707,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,77.08,35.0,male,8.0,81.74,0.486675,77.08,35,male,8,81.74,0.486675
708,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,77.08,35.0,male,9.0,81.5,0.536808,77.08,35,male,9,81.5,0.536808
709,74.0,0.75,"{""Answer"": ""74"", ""Confidence"": ""0.75""}",,77.08,35.0,male,10.0,81.23,0.583768,77.08,35,male,10,81.23,0.583768
710,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,77.08,35.0,male,11.0,80.94,0.627486,77.08,35,male,11,80.94,0.627486
711,78.0,0.95,"{""Answer"": ""78"", ""Confidence"": ""0.95""}",,77.08,35.0,male,12.0,80.62,0.667944,77.08,35,male,12,80.62,0.667944
712,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,77.08,35.0,male,13.0,80.28,0.705177,77.08,35,male,13,80.28,0.705177
713,77.0,0.95,"{""Answer"": ""77"", ""Confidence"": ""0.95""}",,77.08,35.0,male,14.0,79.92,0.739259,77.08,35,male,14,79.92,0.739259
714,74.0,0.68,"{""Answer"": ""74"", ""Confidence"": ""0.68""}",,77.08,35.0,male,15.0,79.53,0.770301,77.08,35,male,15,79.53,0.770301
715,74.0,0.95,"{""Answer"": ""74"", ""Confidence"": ""0.95""}",,77.08,35.0,male,16.0,79.12,0.798441,77.08,35,male,16,79.12,0.798441
