question_id,Answer,Confidence,raw,error,true_lifespan,min_age,sex,radius,best_answer,MAS
888,78,0.75,"{""Answer"": ""78"", ""Confidence"": ""0.75""}",,78.19,44,male,9,81.5,0.546631
889,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,78.19,44,male,10,81.23,0.594451
890,78,0.9,"{""Answer"": ""78"", ""Confidence"": ""0.9""}",,78.19,44,male,11,80.94,0.638969
891,78,0.75,"{""Answer"": ""78"", ""Confidence"": ""0.75""}",,78.19,44,male,12,80.62,0.680168
892,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.19,44,male,13,80.28,0.718082
893,78,0.85,"{""Answer"": ""78"", ""Confidence"": ""0.85""}",,78.19,44,male,14,79.92,0.752787
894,77,0.9,"{""Answer"": ""77"", ""Confidence"": ""0.9""}",,78.19,44,male,15,79.53,0.784397
895,78,0.75,"{""Answer"": ""78"", ""Confidence"": ""0.75""}",,78.19,44,male,16,79.12,0.813052
896,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.19,44,male,17,78.69,0.838914
897,78,0.75,"{""Answer"": ""78"", ""Confidence"": ""0.75""}",,78.19,44,male,18,78.25,0.862158
898,78,0.7,"{""Answer"": ""78"", ""Confidence"": ""0.7""}",,78.19,44,male,19,77.78,0.882969
899,76,0.85,"{""Answer"": ""76"", ""Confidence"": ""0.85""}",,78.19,44,male,20,77.3,0.901534
900,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.32,45,male,1,82.65,0.067155
901,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.32,45,male,2,82.6,0.133792
902,81,0.7,"{""Answer"": ""81"", ""Confidence"": ""0.7""}",,78.32,45,male,3,82.53,0.199406
903,80,0.75,"```json
{""Answer"": ""80"", ""Confidence"": ""0.75""}
```",,78.32,45,male,4,82.43,0.263521
904,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,78.32,45,male,5,82.3,0.325702
905,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.32,45,male,6,82.14,0.385565
906,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.32,45,male,7,81.95,0.442784
907,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.32,45,male,8,81.74,0.497096
908,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.32,45,male,9,81.5,0.548302
909,79,0.7,"{""Answer"": ""79"", ""Confidence"": ""0.7""}",,78.32,45,male,10,81.23,0.596268
910,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.32,45,male,11,80.94,0.640922
911,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.32,45,male,12,80.62,0.682246
912,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.32,45,male,13,80.28,0.720276
913,78,0.75,"{""Answer"": ""78"", ""Confidence"": ""0.75""}",,78.32,45,male,14,79.92,0.755088
914,79,0.9,"{""Answer"": ""79"", ""Confidence"": ""0.90""}",,78.32,45,male,15,79.53,0.786794
915,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.32,45,male,16,79.12,0.815537
916,77,0.75,"{""Answer"": ""77"", ""Confidence"": ""0.75""}",,78.32,45,male,17,78.69,0.841478
917,78,0.75,"{""Answer"": ""78"", ""Confidence"": ""0.75""}",,78.32,45,male,18,78.25,0.864793
918,79,0.85,"{""Answer"": ""79"", ""Confidence"": ""0.85""}",,78.32,45,male,19,77.78,0.885667
919,79,0.9,"{""Answer"": ""79"", ""Confidence"": ""0.9""}",,78.32,45,male,20,77.3,0.904289
920,79,0.1,"{""Answer"": ""79"", ""Confidence"": ""0.1""}",,78.46,46,male,1,82.65,0.06738
921,76,0.4,"{""Answer"": ""76"", ""Confidence"": ""0.4""}",,78.46,46,male,2,82.6,0.134239
922,79,0.7,"{""Answer"": ""79"", ""Confidence"": ""0.7""}",,78.46,46,male,3,82.53,0.200071
923,79,0.6,"{""Answer"": ""79"", ""Confidence"": ""0.6""}",,78.46,46,male,4,82.43,0.264401
924,81,0.65,"{""Answer"": 81, ""Confidence"": 0.65}",,78.46,46,male,5,82.3,0.326789
925,78,0.75,"{""Answer"": ""78"", ""Confidence"": ""0.75""}",,78.46,46,male,6,82.14,0.386853
926,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.46,46,male,7,81.95,0.444263
927,76,0.7,"{""Answer"": ""76"", ""Confidence"": ""0.7""}",,78.46,46,male,8,81.74,0.498755
928,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.46,46,male,9,81.5,0.550132
929,79,0.7,"{""Answer"": ""79"", ""Confidence"": ""0.7""}",,78.46,46,male,10,81.23,0.598258
930,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.46,46,male,11,80.94,0.643061
931,78,0.75,"{""Answer"": ""78"", ""Confidence"": ""0.75""}",,78.46,46,male,12,80.62,0.684524
932,76,0.85,"{""Answer"": ""76"", ""Confidence"": ""0.85""}",,78.46,46,male,13,80.28,0.72268
933,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.46,46,male,14,79.92,0.757608
934,77.5,0.85,"{""Answer"": ""77.5"", ""Confidence"": ""0.85""}",,78.46,46,male,15,79.53,0.789421
935,77,0.9,"{""Answer"": ""77"", ""Confidence"": ""0.9""}",,78.46,46,male,16,79.12,0.818259
936,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.46,46,male,17,78.69,0.844287
937,80,0.85,"```json
{""Answer"": 80, ""Confidence"": 0.85}
```",,78.46,46,male,18,78.25,0.867679
938,77,0.7,"{""Answer"": ""77"", ""Confidence"": ""0.7""}",,78.46,46,male,19,77.78,0.888623
939,76,0.7,"{""Answer"": ""76"", ""Confidence"": ""0.7""}",,78.46,46,male,20,77.3,0.907308
940,79,0.7,"{""Answer"": ""79"", ""Confidence"": ""0.7""}",,78.6,47,male,1,82.65,0.067625
941,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,78.6,47,male,2,82.6,0.134728
942,78,0.7,"{""Answer"": ""78"", ""Confidence"": ""0.7""}",,78.6,47,male,3,82.53,0.200801
943,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,78.6,47,male,4,82.43,0.265365
944,81,0.75,"{""Answer"": ""81"", ""Confidence"": ""0.75""}",,78.6,47,male,5,82.3,0.327981
945,81,0.75,"```json
{
  ""Answer"": ""81"",
  ""Confidence"": ""0.75""
}
```",,78.6,47,male,6,82.14,0.388263
946,78,0.7,"{""Answer"": ""78"", ""Confidence"": ""0.7""}",,78.6,47,male,7,81.95,0.445882
947,76,0.7,"{""Answer"": ""76"", ""Confidence"": ""0.7""}",,78.6,47,male,8,81.74,0.500574
948,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,78.6,47,male,9,81.5,0.552138
949,79,0.7,"{""Answer"": ""79"", ""Confidence"": ""0.7""}",,78.6,47,male,10,81.23,0.60044
950,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.6,47,male,11,80.94,0.645406
951,79,0.85,"{""Answer"": ""79"", ""Confidence"": ""0.85""}",,78.6,47,male,12,80.62,0.68702
952,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.6,47,male,13,80.28,0.725315
953,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.6,47,male,14,79.92,0.760371
954,79,0.9,"{""Answer"": ""79"", ""Confidence"": ""0.9""}",,78.6,47,male,15,79.53,0.792299
955,80,0.9,"{""Answer"": ""80"", ""Confidence"": ""0.9""}",,78.6,47,male,16,79.12,0.821243
956,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.6,47,male,17,78.69,0.847365
957,76,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,78.6,47,male,18,78.25,0.870843
958,79,0.85,"{""Answer"": ""79"", ""Confidence"": ""0.85""}",,78.6,47,male,19,77.78,0.891864
959,76,0.8,"{""Answer"": ""76"", ""Confidence"": ""0.8""}",,78.6,47,male,20,77.3,0.910616
960,79,0.7,"{""Answer"": ""79"", ""Confidence"": ""0.7""}",,78.75,48,male,1,82.65,0.067895
961,81,0.75,"{""Answer"": ""81"", ""Confidence"": ""0.75""}",,78.75,48,male,2,82.6,0.135265
962,81,0.7,"{""Answer"": ""81"", ""Confidence"": ""0.7""}",,78.75,48,male,3,82.53,0.201601
963,81,0.8,"{""Answer"": 81, ""Confidence"": 0.8}",,78.75,48,male,4,82.43,0.266422
964,81,0.8,"{""Answer"": 81, ""Confidence"": 0.8}",,78.75,48,male,5,82.3,0.329287
965,81,0.75,"{""Answer"": ""81"", ""Confidence"": ""0.75""}",,78.75,48,male,6,82.14,0.389809
966,81,0.75,"{""Answer"": ""81"", ""Confidence"": ""0.75""}",,78.75,48,male,7,81.95,0.447658
967,78,0.75,"```json
{
  ""Answer"": ""78"",
  ""Confidence"": ""0.75""
}
```",,78.75,48,male,8,81.74,0.502568
968,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.75,48,male,9,81.5,0.554337
969,80,0.75,"```json
{""Answer"": ""80"", ""Confidence"": ""0.75""}
```",,78.75,48,male,10,81.23,0.602831
970,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.75,48,male,11,80.94,0.647976
971,81,0.75,"```json
{
  ""Answer"": ""81"",
  ""Confidence"": ""0.75""
}
```",,78.75,48,male,12,80.62,0.689756
972,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.75,48,male,13,80.28,0.728204
973,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.75,48,male,14,79.92,0.763399
974,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.75,48,male,15,79.53,0.795455
975,78,0.85,"```json
{
  ""Answer"": ""78"",
  ""Confidence"": ""0.85""
}
```",,78.75,48,male,16,79.12,0.824514
976,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.75,48,male,17,78.69,0.85074
977,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.75,48,male,18,78.25,0.874312
978,78,0.75,"{""Answer"": ""78"", ""Confidence"": ""0.75""}",,78.75,48,male,19,77.78,0.895416
979,81,0.85,"{""Answer"": 81, ""Confidence"": 0.85}",,78.75,48,male,20,77.3,0.914243
980,79,0.05,"{""Answer"": ""79"", ""Confidence"": ""0.05""}",,78.9,49,male,1,82.65,0.06819
981,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,78.9,49,male,2,82.6,0.135853
982,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,78.9,49,male,3,82.53,0.202478
983,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.9,49,male,4,82.43,0.267581
984,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.9,49,male,5,82.3,0.33072
985,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.9,49,male,6,82.14,0.391505
986,81,0.75,"{""Answer"": ""81"", ""Confidence"": ""0.75""}",,78.9,49,male,7,81.95,0.449606
987,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,78.9,49,male,8,81.74,0.504754
988,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.9,49,male,9,81.5,0.556749
989,81,0.7,"{""Answer"": ""81"", ""Confidence"": ""0.7""}",,78.9,49,male,10,81.23,0.605454
990,76,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,78.9,49,male,11,80.94,0.650796
991,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.9,49,male,12,80.62,0.692757
992,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.9,49,male,13,80.28,0.731372
993,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.9,49,male,14,79.92,0.766721
994,79,0.85,"{""Answer"": ""79"", ""Confidence"": ""0.85""}",,78.9,49,male,15,79.53,0.798916
995,76,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,78.9,49,male,16,79.12,0.828101
996,76,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,78.9,49,male,17,78.69,0.854441
997,78,0.75,"{""Answer"": ""78"", ""Confidence"": ""0.75""}",,78.9,49,male,18,78.25,0.878115
998,78,0.75,"{""Answer"": ""78"", ""Confidence"": ""0.75""}",,78.9,49,male,19,77.78,0.899311
999,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,78.9,49,male,20,77.3,0.91822
1000,80,0.15,"{""Answer"": ""80"", ""Confidence"": ""0.15""}",,79.05,50,male,1,82.65,0.068514
1001,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.05,50,male,2,82.6,0.136499
1002,81,0.7,"{""Answer"": ""81"", ""Confidence"": ""0.7""}",,79.05,50,male,3,82.53,0.20344
1003,85,0.7,"{""Answer"": 85, ""Confidence"": 0.7}",,79.05,50,male,4,82.43,0.268852
1004,82,0.75,"{""Answer"": ""82"", ""Confidence"": ""0.75""}",,79.05,50,male,5,82.3,0.332292
1005,85,0.75,"{""Answer"": ""85"", ""Confidence"": ""0.75""}",,79.05,50,male,6,82.14,0.393366
1006,83,0.9,"{""Answer"": ""83"", ""Confidence"": ""0.9""}",,79.05,50,male,7,81.95,0.451743
1007,81,0.75,"{""Answer"": ""81"", ""Confidence"": ""0.75""}",,79.05,50,male,8,81.74,0.507153
1008,81,0.75,"{""Answer"": ""81"", ""Confidence"": ""0.75""}",,79.05,50,male,9,81.5,0.559395
1009,83,0.7,"{""Answer"": ""83"", ""Confidence"": ""0.7""}",,79.05,50,male,10,81.23,0.608331
1010,78,0.8,"{""Answer"": 78, ""Confidence"": 0.8}",,79.05,50,male,11,80.94,0.653888
1011,79,0.8,"{""Answer"": 79, ""Confidence"": 0.8}",,79.05,50,male,12,80.62,0.696049
1012,83,0.9,"{""Answer"": ""83"", ""Confidence"": ""0.9""}",,79.05,50,male,13,80.28,0.734848
1013,80,0.9,"{""Answer"": ""80"", ""Confidence"": ""0.9""}",,79.05,50,male,14,79.92,0.770364
1014,83,0.9,"{""Answer"": ""83"", ""Confidence"": ""0.9""}",,79.05,50,male,15,79.53,0.802713
1015,83,0.9,"{""Answer"": ""83"", ""Confidence"": ""0.9""}",,79.05,50,male,16,79.12,0.832037
1016,80,0.9,"{""Answer"": ""80"", ""Confidence"": ""0.9""}",,79.05,50,male,17,78.69,0.858502
1017,80,0.9,"{""Answer"": ""80"", ""Confidence"": ""0.9""}",,79.05,50,male,18,78.25,0.882289
1018,80,0.85,"{""Answer"": ""80"", ""Confidence"": ""0.85""}",,79.05,50,male,19,77.78,0.903585
1019,80,0.9,"{""Answer"": ""80"", ""Confidence"": ""0.9""}",,79.05,50,male,20,77.3,0.922584
1020,80.5,0.7,"{""Answer"": ""80.5"", ""Confidence"": ""0.7""}",,79.22,51,male,1,82.65,0.06887
1021,78,0.8,"{""Answer"": 78, ""Confidence"": 0.8}",,79.22,51,male,2,82.6,0.137207
1022,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.22,51,male,3,82.53,0.204496
1023,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,79.22,51,male,4,82.43,0.270248
1024,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.22,51,male,5,82.3,0.334017
1025,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,79.22,51,male,6,82.14,0.395408
1026,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,79.22,51,male,7,81.95,0.454088
1027,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.22,51,male,8,81.74,0.509786
1028,84,0.75,"{""Answer"": ""84"", ""Confidence"": ""0.75""}",,79.22,51,male,9,81.5,0.562299
1029,79,0.85,"{""Answer"": ""79"", ""Confidence"": ""0.85""}",,79.22,51,male,10,81.23,0.61149
1030,76,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,79.22,51,male,11,80.94,0.657283
1031,78,0.8,"{""Answer"": 78, ""Confidence"": 0.8}",,79.22,51,male,12,80.62,0.699663
1032,83,0.75,"{""Answer"": ""83"", ""Confidence"": ""0.75""}",,79.22,51,male,13,80.28,0.738663
1033,76,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,79.22,51,male,14,79.92,0.774364
1034,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.22,51,male,15,79.53,0.80688
1035,78,0.9,"{""Answer"": ""78"", ""Confidence"": ""0.9""}",,79.22,51,male,16,79.12,0.836356
1036,78,0.9,"{""Answer"": ""78"", ""Confidence"": ""0.9""}",,79.22,51,male,17,78.69,0.862959
1037,80,0.9,"{""Answer"": ""80"", ""Confidence"": ""0.9""}",,79.22,51,male,18,78.25,0.886869
1038,81,0.75,"{""Answer"": ""81"", ""Confidence"": ""0.75""}",,79.22,51,male,19,77.78,0.908276
1039,89.6,0.9,"{""Answer"": ""89.6"", ""Confidence"": ""0.9""}",,79.22,51,male,20,77.3,0.927374
1040,80,0.4,"{""Answer"": ""80"", ""Confidence"": ""0.4""}",,79.39,52,male,1,82.65,0.06926
1041,76,0.7,"{""Answer"": ""76"", ""Confidence"": ""0.7""}",,79.39,52,male,2,82.6,0.137986
1042,79,0.7,"{""Answer"": ""79"", ""Confidence"": ""0.7""}",,79.39,52,male,3,82.53,0.205656
1043,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,79.39,52,male,4,82.43,0.271781
1044,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,79.39,52,male,5,82.3,0.335911
1045,81,0.7,"{""Answer"": ""81"", ""Confidence"": ""0.7""}",,79.39,52,male,6,82.14,0.397651
1046,81,0.7,"{""Answer"": ""81"", ""Confidence"": ""0.7""}",,79.39,52,male,7,81.95,0.456663
1047,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.39,52,male,8,81.74,0.512677
1048,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.39,52,male,9,81.5,0.565488
1049,81,0.7,"{""Answer"": ""81"", ""Confidence"": ""0.7""}",,79.39,52,male,10,81.23,0.614958
1050,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,79.39,52,male,11,80.94,0.661011
1051,76,0.8,"{""Answer"": ""76"", ""Confidence"": ""0.8""}",,79.39,52,male,12,80.62,0.703631
1052,76,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,79.39,52,male,13,80.28,0.742853
1053,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.39,52,male,14,79.92,0.778755
1054,81,0.75,"```json
{""Answer"": ""81"", ""Confidence"": ""0.75""}
```",,79.39,52,male,15,79.53,0.811456
1055,76,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,79.39,52,male,16,79.12,0.841099
1056,77,0.7,"{""Answer"": ""77"", ""Confidence"": ""0.7""}",,79.39,52,male,17,78.69,0.867853
1057,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,79.39,52,male,18,78.25,0.891899
1058,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,79.39,52,male,19,77.78,0.913428
1059,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.39,52,male,20,77.3,0.932633
1060,79,0.7,"{""Answer"": ""79"", ""Confidence"": ""0.7""}",,79.56,53,male,1,82.65,0.069689
1061,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.56,53,male,2,82.6,0.138841
1062,81,0.75,"```json
{
  ""Answer"": ""81"",
  ""Confidence"": ""0.75""
}
```",,79.56,53,male,3,82.53,0.20693
1063,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,79.56,53,male,4,82.43,0.273465
1064,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.56,53,male,5,82.3,0.337992
1065,81,0.7,"{""Answer"": ""81"", ""Confidence"": ""0.7""}",,79.56,53,male,6,82.14,0.400114
1066,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,79.56,53,male,7,81.95,0.459493
1067,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,79.56,53,male,8,81.74,0.515853
1068,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.56,53,male,9,81.5,0.568992
1069,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,79.56,53,male,10,81.23,0.618768
1070,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,79.56,53,male,11,80.94,0.665106
1071,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.56,53,male,12,80.62,0.70799
1072,81,0.7,"{""Answer"": ""81"", ""Confidence"": ""0.7""}",,79.56,53,male,13,80.28,0.747455
1073,80,0.75,"```json
{
  ""Answer"": ""80"",
  ""Confidence"": ""0.75""
}
```",,79.56,53,male,14,79.92,0.78358
1074,78,0.75,"{""Answer"": ""78"", ""Confidence"": ""0.75""}",,79.56,53,male,15,79.53,0.816483
1075,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.56,53,male,16,79.12,0.846311
1076,81,0.75,"```json
{""Answer"": ""81"", ""Confidence"": ""0.75""}
```",,79.56,53,male,17,78.69,0.87323
1077,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.56,53,male,18,78.25,0.897425
1078,77.5,0.85,"```json
{
  ""Answer"": ""77.5"",
  ""Confidence"": ""0.85""
}
```",,79.56,53,male,19,77.78,0.919087
1079,79,0.75,"{""Answer"": ""79"", ""Confidence"": ""0.75""}",,79.56,53,male,20,77.3,0.938412
1080,84,0.1,"{""Answer"": ""84"", ""Confidence"": ""0.1""}",,79.75,54,male,1,82.65,0.070161
1081,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.75,54,male,2,82.6,0.13978
1082,78,0.7,"{""Answer"": ""78"", ""Confidence"": ""0.7""}",,79.75,54,male,3,82.53,0.208331
1083,81,0.75,"```json
{
  ""Answer"": ""81"",
  ""Confidence"": 0.75
}
```",,79.75,54,male,4,82.43,0.275315
1084,81,0.75,"{""Answer"": ""81"", ""Confidence"": ""0.75""}",,79.75,54,male,5,82.3,0.34028
1085,81,0.8,"{""Answer"": 81, ""Confidence"": 0.8}",,79.75,54,male,6,82.14,0.402823
1086,81,0.75,"{""Answer"": ""81"", ""Confidence"": ""0.75""}",,79.75,54,male,7,81.95,0.462603
1087,85,0.8,"{""Answer"": 85, ""Confidence"": 0.8}",,79.75,54,male,8,81.74,0.519345
1088,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.75,54,male,9,81.5,0.572843
1089,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.75,54,male,10,81.23,0.622956
1090,79,0.85,"{""Answer"": ""79"", ""Confidence"": ""0.85""}",,79.75,54,male,11,80.94,0.669608
1091,81,0.9,"{""Answer"": ""81"", ""Confidence"": ""0.9""}",,79.75,54,male,12,80.62,0.712782
1092,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.75,54,male,13,80.28,0.752514
1093,78,0.85,"```json
{""Answer"": 78, ""Confidence"": 0.85}
```",,79.75,54,male,14,79.92,0.788884
1094,78,0.75,"{""Answer"": ""78"", ""Confidence"": ""0.75""}",,79.75,54,male,15,79.53,0.82201
1095,81,0.75,"{""Answer"": ""81"", ""Confidence"": ""0.75""}",,79.75,54,male,16,79.12,0.852039
1096,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,79.75,54,male,17,78.69,0.87914
1097,80,0.9,"{""Answer"": ""80"", ""Confidence"": ""0.9""}",,79.75,54,male,18,78.25,0.903499
1098,81,0.85,"{""Answer"": 81, ""Confidence"": 0.85}",,79.75,54,male,19,77.78,0.925308
1099,84,0.75,"{""Answer"": ""84"", ""Confidence"": ""0.75""}",,79.75,54,male,20,77.3,0.944763
1100,84,0.01,"{""Answer"": ""84"", ""Confidence"": ""0.01""}",,79.94,55,male,1,82.65,0.07068
1101,89,0.9,"{""Answer"": ""89"", ""Confidence"": ""0.9""}",,79.94,55,male,2,82.6,0.140814
1102,82,0.75,"{""Answer"": ""82"", ""Confidence"": ""0.75""}",,79.94,55,male,3,82.53,0.209871
1103,82,0.75,"{""Answer"": ""82"", ""Confidence"": ""0.75""}",,79.94,55,male,4,82.43,0.277351
1104,82,0.7,"{""Answer"": ""82"", ""Confidence"": ""0.7""}",,79.94,55,male,5,82.3,0.342796
1105,85,0.7,"{""Answer"": 85, ""Confidence"": 0.7}",,79.94,55,male,6,82.14,0.405801
1106,81,0.75,"```json
{""Answer"": ""81"", ""Confidence"": ""0.75""}
```",,79.94,55,male,7,81.95,0.466023
1107,84,0.75,"{""Answer"": ""84"", ""Confidence"": ""0.75""}",,79.94,55,male,8,81.74,0.523185
1108,84,0.9,"{""Answer"": ""84"", ""Confidence"": ""0.9""}",,79.94,55,male,9,81.5,0.577079
1109,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,79.94,55,male,10,81.23,0.627562
1110,84,0.9,"{""Answer"": ""84"", ""Confidence"": ""0.9""}",,79.94,55,male,11,80.94,0.674559
1111,84,0.7,"{""Answer"": ""84"", ""Confidence"": ""0.7""}",,79.94,55,male,12,80.62,0.718053
1112,89,0.7,"{""Answer"": ""89"", ""Confidence"": ""0.7""}",,79.94,55,male,13,80.28,0.758078
1113,84,0.85,"{""Answer"": ""84"", ""Confidence"": ""0.85""}",,79.94,55,male,14,79.92,0.794717
1114,83,0.85,"{""Answer"": ""83"", ""Confidence"": ""0.85""}",,79.94,55,male,15,79.53,0.828088
1115,84,0.8,"{""Answer"": 84, ""Confidence"": 0.8}",,79.94,55,male,16,79.12,0.858339
1116,82,0.9,"```json
{
  ""Answer"": ""82"",
  ""Confidence"": ""0.9""
}
```",,79.94,55,male,17,78.69,0.885641
1117,84,0.75,"{""Answer"": ""84"", ""Confidence"": ""0.75""}",,79.94,55,male,18,78.25,0.91018
1118,85,0.75,"{""Answer"": ""85"", ""Confidence"": ""0.75""}",,79.94,55,male,19,77.78,0.93215
1119,84,0.85,"{""Answer"": ""84"", ""Confidence"": ""0.85""}",,79.94,55,male,20,77.3,0.951749
1120,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,80.15,56,male,1,82.65,0.071251
1121,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,80.15,56,male,2,82.6,0.141951
1122,81,0.75,"{""Answer"": ""81"", ""Confidence"": ""0.75""}",,80.15,56,male,3,82.53,0.211567
1123,80,0.7,"{""Answer"": ""80"", ""Confidence"": ""0.7""}",,80.15,56,male,4,82.43,0.279592
1124,81,0.7,"{""Answer"": ""81"", ""Confidence"": ""0.7""}",,80.15,56,male,5,82.3,0.345565
1125,81,0.75,"{""Answer"": ""81"", ""Confidence"": ""0.75""}",,80.15,56,male,6,82.14,0.409079
1126,76,0.75,"{""Answer"": ""76"", ""Confidence"": ""0.75""}",,80.15,56,male,7,81.95,0.469788
1127,80,0.75,"{""Answer"": ""80"", ""Confidence"": ""0.75""}",,80.15,56,male,8,81.74,0.527412
1128,84,0.75,"```json
{""Answer"": ""84"", ""Confidence"": ""0.75""}
```",,80.15,56,male,9,81.5,0.58174
