question_id,Answer,Confidence,raw,error,min_age,sex,radius,bin_width,top_n
le_spd_39_male_10,75.0,0.36,"[{""min"":70,""max"":80,""confidence"":0.36},{""min"":80,""max"":90,""confidence"":0.31},{""min"":60,""max"":70,""confidence"":0.17},{""min"":90,""max"":100,""confidence"":0.09},{""min"":50,""max"":60,""confidence"":0.04},{""min"":100,""max"":110,""confidence"":0.015},{""min"":40,""max"":50,""confidence"":0.005},{""min"":110,""max"":120,""confidence"":0.003},{""min"":120,""max"":130,""confidence"":0.0015},{""min"":130,""max"":140,""confidence"":0.0005}]",,39,male,5,10,10
le_spd_39_male_20,80.0,0.58,"[{""min"": 70, ""max"": 90, ""confidence"": 0.58},{""min"": 90, ""max"": 110, ""confidence"": 0.2},{""min"": 50, ""max"": 70, ""confidence"": 0.14},{""min"": 110, ""max"": 130, ""confidence"": 0.05},{""min"": 30, ""max"": 50, ""confidence"": 0.03}]",,39,male,10,20,5
le_spd_39_male_40,90.0,0.56,"[{""min"":70,""max"":110,""confidence"":0.56},{""min"":50,""max"":90,""confidence"":0.31},{""min"":90,""max"":130,""confidence"":0.13}]",,39,male,20,40,3
le_spd_40_male_2,79.0,0.15,"[{""min"": 78,""max"": 80,""confidence"": 0.15},{""min"": 80,""max"": 82,""confidence"": 0.145},{""min"": 76,""max"": 78,""confidence"": 0.13},{""min"": 82,""max"": 84,""confidence"": 0.125},{""min"": 84,""max"": 86,""confidence"": 0.105},{""min"": 74,""max"": 76,""confidence"": 0.09},{""min"": 86,""max"": 88,""confidence"": 0.085},{""min"": 88,""max"": 90,""confidence"": 0.06},{""min"": 72,""max"": 74,""confidence"": 0.055},{""min"": 90,""max"": 92,""confidence"": 0.035}]",,40,male,1,2,10
le_spd_40_male_10,85.0,0.28,"[{""min"":70,""max"":80,""confidence"":0.22},{""min"":80,""max"":90,""confidence"":0.28},{""min"":90,""max"":100,""confidence"":0.16},{""min"":60,""max"":70,""confidence"":0.14},{""min"":100,""max"":110,""confidence"":0.08},{""min"":50,""max"":60,""confidence"":0.05},{""min"":40,""max"":50,""confidence"":0.02},{""min"":110,""max"":120,""confidence"":0.015},{""min"":30,""max"":40,""confidence"":0.01},{""min"":120,""max"":130,""confidence"":0.005}]",,40,male,5,10,10
le_spd_40_male_20,90.0,0.41,"[{""min"":80,""max"":100,""confidence"":0.41},{""min"":60,""max"":80,""confidence"":0.3},{""min"":100,""max"":120,""confidence"":0.14},{""min"":40,""max"":60,""confidence"":0.08},{""min"":120,""max"":140,""confidence"":0.07}]",,40,male,10,20,5
le_spd_40_male_40,90.0,0.78,"[{""min"":70,""max"":110,""confidence"":0.78},{""min"":110,""max"":150,""confidence"":0.15},{""min"":30,""max"":70,""confidence"":0.07}]",,40,male,20,40,3
le_spd_41_male_2,77.0,0.11,"[{""min"": 76,""max"": 78,""confidence"": 0.11},{""min"": 78,""max"": 80,""confidence"": 0.11},{""min"": 80,""max"": 82,""confidence"": 0.1},{""min"": 74,""max"": 76,""confidence"": 0.1},{""min"": 82,""max"": 84,""confidence"": 0.09},{""min"": 72,""max"": 74,""confidence"": 0.09},{""min"": 84,""max"": 86,""confidence"": 0.08},{""min"": 70,""max"": 72,""confidence"": 0.08},{""min"": 86,""max"": 88,""confidence"": 0.07},{""min"": 68,""max"": 70,""confidence"": 0.06}]",,41,male,1,2,10
le_spd_41_male_10,85.0,0.28,"[{""min"": 80,""max"": 90,""confidence"": 0.28},{""min"": 70,""max"": 80,""confidence"": 0.22},{""min"": 90,""max"": 100,""confidence"": 0.18},{""min"": 60,""max"": 70,""confidence"": 0.12},{""min"": 100,""max"": 110,""confidence"": 0.07},{""min"": 50,""max"": 60,""confidence"": 0.05},{""min"": 110,""max"": 120,""confidence"": 0.03},{""min"": 40,""max"": 50,""confidence"": 0.025},{""min"": 30,""max"": 40,""confidence"": 0.015},{""min"": 120,""max"": 130,""confidence"": 0.005}]",,41,male,5,10,10
le_spd_41_male_20,90.0,0.62,"[{""min"": 80,""max"": 100,""confidence"": 0.62},{""min"": 60,""max"": 80,""confidence"": 0.21},{""min"": 100,""max"": 120,""confidence"": 0.12},{""min"": 40,""max"": 60,""confidence"": 0.03},{""min"": 120,""max"": 140,""confidence"": 0.02}]",,41,male,10,20,5
le_spd_41_male_40,100.0,0.55,"[{""min"":80,""max"":120,""confidence"":0.55},{""min"":70,""max"":110,""confidence"":0.3},{""min"":60,""max"":100,""confidence"":0.12}]",,41,male,20,40,3
le_spd_42_male_2,77.0,0.13,"[{""min"": 76,""max"": 78,""confidence"": 0.13},{""min"": 78,""max"": 80,""confidence"": 0.12},{""min"": 74,""max"": 76,""confidence"": 0.11},{""min"": 80,""max"": 82,""confidence"": 0.1},{""min"": 72,""max"": 74,""confidence"": 0.09},{""min"": 82,""max"": 84,""confidence"": 0.08},{""min"": 84,""max"": 86,""confidence"": 0.07},{""min"": 70,""max"": 72,""confidence"": 0.06},{""min"": 86,""max"": 88,""confidence"": 0.05},{""min"": 88,""max"": 90,""confidence"": 0.04}]",,42,male,1,2,10
le_spd_42_male_10,75.0,0.29,"[{""min"":70,""max"":80,""confidence"":0.29},{""min"":80,""max"":90,""confidence"":0.24},{""min"":60,""max"":70,""confidence"":0.18},{""min"":90,""max"":100,""confidence"":0.11},{""min"":50,""max"":60,""confidence"":0.08},{""min"":100,""max"":110,""confidence"":0.04},{""min"":40,""max"":50,""confidence"":0.03},{""min"":110,""max"":120,""confidence"":0.01},{""min"":30,""max"":40,""confidence"":0.01},{""min"":120,""max"":130,""confidence"":0.01}]",,42,male,5,10,10
le_spd_42_male_20,92.0,0.37,"[{""min"":82,""max"":102,""confidence"":0.37},{""min"":62,""max"":82,""confidence"":0.31},{""min"":102,""max"":122,""confidence"":0.17},{""min"":42,""max"":62,""confidence"":0.09},{""min"":122,""max"":142,""confidence"":0.06}]",,42,male,10,20,5
le_spd_42_male_40,90.0,0.78,"[{""min"": 70,""max"": 110,""confidence"": 0.78},{""min"": 110,""max"": 150,""confidence"": 0.16},{""min"": 30,""max"": 70,""confidence"": 0.06}]",,42,male,20,40,3
le_spd_43_male_2,81.0,0.12,"[{""min"": 80, ""max"": 82, ""confidence"": 0.12},{""min"": 82, ""max"": 84, ""confidence"": 0.12},{""min"": 78, ""max"": 80, ""confidence"": 0.11},{""min"": 84, ""max"": 86, ""confidence"": 0.11},{""min"": 76, ""max"": 78, ""confidence"": 0.1},{""min"": 86, ""max"": 88, ""confidence"": 0.1},{""min"": 74, ""max"": 76, ""confidence"": 0.09},{""min"": 88, ""max"": 90, ""confidence"": 0.09},{""min"": 72, ""max"": 74, ""confidence"": 0.08},{""min"": 90, ""max"": 92, ""confidence"": 0.08}]",,43,male,1,2,10
le_spd_43_male_10,85.0,0.28,"[{""min"": 70,""max"": 80,""confidence"": 0.2},{""min"": 80,""max"": 90,""confidence"": 0.28},{""min"": 60,""max"": 70,""confidence"": 0.14},{""min"": 90,""max"": 100,""confidence"": 0.18},{""min"": 50,""max"": 60,""confidence"": 0.06},{""min"": 100,""max"": 110,""confidence"": 0.08},{""min"": 40,""max"": 50,""confidence"": 0.02},{""min"": 110,""max"": 120,""confidence"": 0.02},{""min"": 30,""max"": 40,""confidence"": 0.005},{""min"": 120,""max"": 130,""confidence"": 0.005}]",,43,male,5,10,10
le_spd_43_male_20,90.0,0.42,"[{""min"": 80,""max"": 100,""confidence"": 0.42},{""min"": 60,""max"": 80,""confidence"": 0.28},{""min"": 100,""max"": 120,""confidence"": 0.18},{""min"": 40,""max"": 60,""confidence"": 0.08},{""min"": 120,""max"": 140,""confidence"": 0.04}]",,43,male,10,20,5
le_spd_43_male_40,100.0,0.66,"[{""min"": 80,""max"": 120,""confidence"": 0.66},{""min"": 70,""max"": 110,""confidence"": 0.23},{""min"": 60,""max"": 100,""confidence"": 0.09}]",,43,male,20,40,3
le_spd_44_male_2,83.0,0.14,"[{""min"": 82,""max"": 84,""confidence"": 0.14},{""min"": 84,""max"": 86,""confidence"": 0.13},{""min"": 80,""max"": 82,""confidence"": 0.12},{""min"": 86,""max"": 88,""confidence"": 0.11},{""min"": 78,""max"": 80,""confidence"": 0.1},{""min"": 88,""max"": 90,""confidence"": 0.09},{""min"": 76,""max"": 78,""confidence"": 0.08},{""min"": 90,""max"": 92,""confidence"": 0.07},{""min"": 74,""max"": 76,""confidence"": 0.06},{""min"": 72,""max"": 74,""confidence"": 0.04}]",,44,male,1,2,10
le_spd_44_male_10,85.0,0.31,"[{""min"": 80,""max"": 90,""confidence"": 0.31},{""min"": 90,""max"": 100,""confidence"": 0.24},{""min"": 70,""max"": 80,""confidence"": 0.2},{""min"": 100,""max"": 110,""confidence"": 0.08},{""min"": 60,""max"": 70,""confidence"": 0.07},{""min"": 110,""max"": 120,""confidence"": 0.03},{""min"": 50,""max"": 60,""confidence"": 0.025},{""min"": 40,""max"": 50,""confidence"": 0.015},{""min"": 120,""max"": 130,""confidence"": 0.01},{""min"": 130,""max"": 140,""confidence"": 0.005}]",,44,male,5,10,10
le_spd_44_male_20,90.0,0.52,"[{""min"": 80,""max"": 100,""confidence"": 0.52},{""min"": 60,""max"": 80,""confidence"": 0.28},{""min"": 100,""max"": 120,""confidence"": 0.14},{""min"": 40,""max"": 60,""confidence"": 0.04},{""min"": 20,""max"": 40,""confidence"": 0.02}]",,44,male,10,20,5
le_spd_44_male_40,90.0,0.82,"[{""min"": 70,""max"": 110,""confidence"": 0.82},{""min"": 110,""max"": 150,""confidence"": 0.12},{""min"": 30,""max"": 70,""confidence"": 0.06}]",,44,male,20,40,3
le_spd_45_male_2,79.0,0.13,"[{""min"":78,""max"":80,""confidence"":0.13},{""min"":80,""max"":82,""confidence"":0.12},{""min"":76,""max"":78,""confidence"":0.11},{""min"":82,""max"":84,""confidence"":0.1},{""min"":74,""max"":76,""confidence"":0.09},{""min"":84,""max"":86,""confidence"":0.08},{""min"":72,""max"":74,""confidence"":0.07},{""min"":86,""max"":88,""confidence"":0.06},{""min"":70,""max"":72,""confidence"":0.05},{""min"":88,""max"":90,""confidence"":0.04}]",,45,male,1,2,10
le_spd_45_male_10,80.0,0.52,"[{""min"":75,""max"":85,""confidence"":0.52},{""min"":85,""max"":95,""confidence"":0.22},{""min"":65,""max"":75,""confidence"":0.18},{""min"":95,""max"":105,""confidence"":0.05},{""min"":55,""max"":65,""confidence"":0.015},{""min"":45,""max"":55,""confidence"":0.005},{""min"":105,""max"":115,""confidence"":0.004},{""min"":115,""max"":125,""confidence"":0.001},{""min"":125,""max"":135,""confidence"":0.0005},{""min"":135,""max"":145,""confidence"":0.0005}]",,45,male,5,10,10
le_spd_45_male_20,90.0,0.58,"[{""min"":80,""max"":100,""confidence"":0.58},{""min"":60,""max"":80,""confidence"":0.27},{""min"":100,""max"":120,""confidence"":0.08},{""min"":40,""max"":60,""confidence"":0.04},{""min"":20,""max"":40,""confidence"":0.03}]",,45,male,10,20,5
le_spd_45_male_40,90.0,0.78,"[{""min"": 70,""max"": 110,""confidence"": 0.78},{""min"": 110,""max"": 150,""confidence"": 0.16},{""min"": 30,""max"": 70,""confidence"": 0.06}]",,45,male,20,40,3
le_spd_46_male_2,81.0,0.13,"[{""min"": 80, ""max"": 82, ""confidence"": 0.13},{""min"": 82, ""max"": 84, ""confidence"": 0.12},{""min"": 78, ""max"": 80, ""confidence"": 0.11},{""min"": 84, ""max"": 86, ""confidence"": 0.1},{""min"": 76, ""max"": 78, ""confidence"": 0.09},{""min"": 86, ""max"": 88, ""confidence"": 0.08},{""min"": 74, ""max"": 76, ""confidence"": 0.07},{""min"": 88, ""max"": 90, ""confidence"": 0.06},{""min"": 72, ""max"": 74, ""confidence"": 0.05},{""min"": 90, ""max"": 92, ""confidence"": 0.04}]",,46,male,1,2,10
le_spd_46_male_10,85.0,0.28,"[{""min"": 80,""max"": 90,""confidence"": 0.28},{""min"": 90,""max"": 100,""confidence"": 0.22},{""min"": 70,""max"": 80,""confidence"": 0.2},{""min"": 60,""max"": 70,""confidence"": 0.14},{""min"": 100,""max"": 110,""confidence"": 0.08},{""min"": 50,""max"": 60,""confidence"": 0.05},{""min"": 110,""max"": 120,""confidence"": 0.02},{""min"": 40,""max"": 50,""confidence"": 0.008},{""min"": 120,""max"": 130,""confidence"": 0.0015},{""min"": 30,""max"": 40,""confidence"": 0.0005}]",,46,male,5,10,10
le_spd_46_male_20,76.0,0.56,"[{""min"":66,""max"":86,""confidence"":0.56},{""min"":86,""max"":106,""confidence"":0.27},{""min"":46,""max"":66,""confidence"":0.09},{""min"":106,""max"":126,""confidence"":0.05},{""min"":26,""max"":46,""confidence"":0.03}]",,46,male,10,20,5
le_spd_46_male_40,90.0,0.85,"[{""min"": 70,""max"": 110,""confidence"": 0.85},{""min"": 30,""max"": 70,""confidence"": 0.13},{""min"": 110,""max"": 150,""confidence"": 0.02}]",,46,male,20,40,3
le_spd_47_male_2,81.0,0.14,"[{""min"": 80,""max"": 82,""confidence"": 0.14},{""min"": 82,""max"": 84,""confidence"": 0.13},{""min"": 78,""max"": 80,""confidence"": 0.12},{""min"": 84,""max"": 86,""confidence"": 0.11},{""min"": 76,""max"": 78,""confidence"": 0.1},{""min"": 86,""max"": 88,""confidence"": 0.09},{""min"": 74,""max"": 76,""confidence"": 0.08},{""min"": 88,""max"": 90,""confidence"": 0.07},{""min"": 72,""max"": 74,""confidence"": 0.06},{""min"": 90,""max"": 92,""confidence"": 0.05}]",,47,male,1,2,10
le_spd_47_male_10,82.0,0.34,"[{""min"":77,""max"":87,""confidence"":0.34},{""min"":87,""max"":97,""confidence"":0.23},{""min"":67,""max"":77,""confidence"":0.18},{""min"":97,""max"":107,""confidence"":0.09},{""min"":57,""max"":67,""confidence"":0.07},{""min"":107,""max"":117,""confidence"":0.04},{""min"":47,""max"":57,""confidence"":0.03},{""min"":117,""max"":127,""confidence"":0.01},{""min"":127,""max"":137,""confidence"":0.005},{""min"":137,""max"":147,""confidence"":0.005}]",,47,male,5,10,10
le_spd_47_male_20,80.0,0.62,"[{""min"": 70,""max"": 90,""confidence"": 0.62},{""min"": 90,""max"": 110,""confidence"": 0.25},{""min"": 50,""max"": 70,""confidence"": 0.08},{""min"": 110,""max"": 130,""confidence"": 0.03},{""min"": 30,""max"": 50,""confidence"": 0.02}]",,47,male,10,20,5
le_spd_47_male_40,90.0,0.72,"[{""min"":70,""max"":110,""confidence"":0.72},{""min"":30,""max"":70,""confidence"":0.2},{""min"":110,""max"":150,""confidence"":0.08}]",,47,male,20,40,3
le_spd_48_male_2,79.0,0.13,"[{""min"":78,""max"":80,""confidence"":0.13},{""min"":80,""max"":82,""confidence"":0.12},{""min"":76,""max"":78,""confidence"":0.12},{""min"":82,""max"":84,""confidence"":0.11},{""min"":74,""max"":76,""confidence"":0.1},{""min"":84,""max"":86,""confidence"":0.09},{""min"":72,""max"":74,""confidence"":0.08},{""min"":86,""max"":88,""confidence"":0.07},{""min"":70,""max"":72,""confidence"":0.06},{""min"":88,""max"":90,""confidence"":0.05}]",,48,male,1,2,10
le_spd_48_male_10,83.0,0.27,"[{""min"":78,""max"":88,""confidence"":0.27},{""min"":88,""max"":98,""confidence"":0.23},{""min"":68,""max"":78,""confidence"":0.18},{""min"":98,""max"":108,""confidence"":0.12},{""min"":58,""max"":68,""confidence"":0.08},{""min"":108,""max"":118,""confidence"":0.04},{""min"":48,""max"":58,""confidence"":0.03},{""min"":118,""max"":128,""confidence"":0.02},{""min"":128,""max"":138,""confidence"":0.01},{""min"":138,""max"":148,""confidence"":0.02}]",,48,male,5,10,10
le_spd_48_male_20,90.0,0.52,"[{""min"": 80,""max"": 100,""confidence"": 0.52},{""min"": 60,""max"": 80,""confidence"": 0.3},{""min"": 100,""max"": 120,""confidence"": 0.1},{""min"": 40,""max"": 60,""confidence"": 0.05},{""min"": 120,""max"": 140,""confidence"": 0.03}]",,48,male,10,20,5
le_spd_48_male_40,100.0,0.68,"[{""min"": 80, ""max"": 120, ""confidence"": 0.68},{""min"": 70, ""max"": 110, ""confidence"": 0.24},{""min"": 90, ""max"": 130, ""confidence"": 0.08}]",,48,male,20,40,3
le_spd_49_male_2,80.0,0.16,"[{""min"":79,""max"":81,""confidence"":0.16},{""min"":81,""max"":83,""confidence"":0.15},{""min"":77,""max"":79,""confidence"":0.13},{""min"":83,""max"":85,""confidence"":0.12},{""min"":75,""max"":77,""confidence"":0.1},{""min"":85,""max"":87,""confidence"":0.09},{""min"":73,""max"":75,""confidence"":0.07},{""min"":87,""max"":89,""confidence"":0.06},{""min"":71,""max"":73,""confidence"":0.05},{""min"":89,""max"":91,""confidence"":0.04}]",,49,male,1,2,10
le_spd_49_male_10,75.0,0.29,"[{""min"":70,""max"":80,""confidence"":0.29},{""min"":80,""max"":90,""confidence"":0.26},{""min"":60,""max"":70,""confidence"":0.16},{""min"":90,""max"":100,""confidence"":0.12},{""min"":50,""max"":60,""confidence"":0.07},{""min"":100,""max"":110,""confidence"":0.05},{""min"":110,""max"":120,""confidence"":0.02},{""min"":120,""max"":130,""confidence"":0.01},{""min"":130,""max"":140,""confidence"":0.01},{""min"":140,""max"":150,""confidence"":0.01}]",,49,male,5,10,10
le_spd_49_male_20,79.0,0.42,"[{""min"":69,""max"":89,""confidence"":0.42},{""min"":89,""max"":109,""confidence"":0.24},{""min"":49,""max"":69,""confidence"":0.18},{""min"":109,""max"":129,""confidence"":0.08},{""min"":29,""max"":49,""confidence"":0.04}]",,49,male,10,20,5
le_spd_49_male_40,90.0,0.72,"[{""min"": 70,""max"": 110,""confidence"": 0.72},{""min"": 30,""max"": 70,""confidence"": 0.22},{""min"": 110,""max"": 150,""confidence"": 0.06}]",,49,male,20,40,3
le_spd_50_male_2,79.0,0.11,"[{""min"": 78,""max"": 80,""confidence"": 0.11},{""min"": 80,""max"": 82,""confidence"": 0.105},{""min"": 76,""max"": 78,""confidence"": 0.1},{""min"": 82,""max"": 84,""confidence"": 0.095},{""min"": 74,""max"": 76,""confidence"": 0.09},{""min"": 84,""max"": 86,""confidence"": 0.085},{""min"": 72,""max"": 74,""confidence"": 0.08},{""min"": 86,""max"": 88,""confidence"": 0.075},{""min"": 70,""max"": 72,""confidence"": 0.07},{""min"": 88,""max"": 90,""confidence"": 0.065}]",,50,male,1,2,10
le_spd_50_male_10,75.0,0.31,"[{""min"":70,""max"":80,""confidence"":0.31},{""min"":80,""max"":90,""confidence"":0.28},{""min"":60,""max"":70,""confidence"":0.16},{""min"":90,""max"":100,""confidence"":0.12},{""min"":50,""max"":60,""confidence"":0.06},{""min"":100,""max"":110,""confidence"":0.04},{""min"":110,""max"":120,""confidence"":0.01},{""min"":40,""max"":50,""confidence"":0.005},{""min"":30,""max"":40,""confidence"":0.003},{""min"":120,""max"":130,""confidence"":0.002}]",,50,male,5,10,10
le_spd_50_male_20,80.0,0.52,"[{""min"": 70,""max"": 90,""confidence"": 0.52},{""min"": 90,""max"": 110,""confidence"": 0.28},{""min"": 50,""max"": 70,""confidence"": 0.12},{""min"": 110,""max"": 130,""confidence"": 0.07},{""min"": 30,""max"": 50,""confidence"": 0.01}]",,50,male,10,20,5
le_spd_50_male_40,90.0,0.78,"[{""min"":70,""max"":110,""confidence"":0.78},{""min"":110,""max"":150,""confidence"":0.17},{""min"":50,""max"":90,""confidence"":0.05}]",,50,male,20,40,3
le_spd_51_male_2,83.0,0.16,"[{""min"": 82,""max"": 84,""confidence"": 0.16},{""min"": 84,""max"": 86,""confidence"": 0.15},{""min"": 80,""max"": 82,""confidence"": 0.14},{""min"": 86,""max"": 88,""confidence"": 0.13},{""min"": 78,""max"": 80,""confidence"": 0.11},{""min"": 88,""max"": 90,""confidence"": 0.09},{""min"": 76,""max"": 78,""confidence"": 0.08},{""min"": 90,""max"": 92,""confidence"": 0.06},{""min"": 74,""max"": 76,""confidence"": 0.05},{""min"": 92,""max"": 94,""confidence"": 0.03}]",,51,male,1,2,10
le_spd_51_male_10,85.0,0.28,"[{""min"": 70, ""max"": 80, ""confidence"": 0.2}, {""min"": 80, ""max"": 90, ""confidence"": 0.28}, {""min"": 90, ""max"": 100, ""confidence"": 0.22}, {""min"": 60, ""max"": 70, ""confidence"": 0.12}, {""min"": 100, ""max"": 110, ""confidence"": 0.1}, {""min"": 50, ""max"": 60, ""confidence"": 0.04}, {""min"": 40, ""max"": 50, ""confidence"": 0.015}, {""min"": 110, ""max"": 120, ""confidence"": 0.01}, {""min"": 30, ""max"": 40, ""confidence"": 0.003}, {""min"": 20, ""max"": 30, ""confidence"": 0.002}]",,51,male,5,10,10
le_spd_51_male_20,81.0,0.42,"[{""min"":71,""max"":91,""confidence"":0.42},{""min"":91,""max"":111,""confidence"":0.23},{""min"":51,""max"":71,""confidence"":0.18},{""min"":111,""max"":131,""confidence"":0.1},{""min"":31,""max"":51,""confidence"":0.07}]",,51,male,10,20,5
le_spd_51_male_40,90.0,0.78,"[{""min"":70,""max"":110,""confidence"":0.78},{""min"":110,""max"":150,""confidence"":0.18},{""min"":30,""max"":70,""confidence"":0.04}]",,51,male,20,40,3
le_spd_52_male_2,79.0,0.12,"[{""min"": 78,""max"": 80,""confidence"": 0.12},{""min"": 80,""max"": 82,""confidence"": 0.11},{""min"": 76,""max"": 78,""confidence"": 0.1},{""min"": 82,""max"": 84,""confidence"": 0.1},{""min"": 84,""max"": 86,""confidence"": 0.09},{""min"": 74,""max"": 76,""confidence"": 0.09},{""min"": 86,""max"": 88,""confidence"": 0.08},{""min"": 72,""max"": 74,""confidence"": 0.08},{""min"": 88,""max"": 90,""confidence"": 0.07},{""min"": 90,""max"": 92,""confidence"": 0.06}]",,52,male,1,2,10
le_spd_52_male_10,85.0,0.32,"[{""min"": 80,""max"": 90,""confidence"": 0.32},{""min"": 70,""max"": 80,""confidence"": 0.27},{""min"": 90,""max"": 100,""confidence"": 0.18},{""min"": 100,""max"": 110,""confidence"": 0.08},{""min"": 60,""max"": 70,""confidence"": 0.06},{""min"": 110,""max"": 120,""confidence"": 0.03},{""min"": 50,""max"": 60,""confidence"": 0.025},{""min"": 120,""max"": 130,""confidence"": 0.015},{""min"": 40,""max"": 50,""confidence"": 0.01},{""min"": 30,""max"": 40,""confidence"": 0.005}]",,52,male,5,10,10
le_spd_52_male_20,82.0,0.64,"[{""min"": 72,""max"": 92,""confidence"": 0.64},{""min"": 92,""max"": 112,""confidence"": 0.2},{""min"": 52,""max"": 72,""confidence"": 0.09},{""min"": 112,""max"": 132,""confidence"": 0.05},{""min"": 32,""max"": 52,""confidence"": 0.02}]",,52,male,10,20,5
le_spd_52_male_40,90.0,0.92,"[{""min"": 70,""max"": 110,""confidence"": 0.92},{""min"": 110,""max"": 150,""confidence"": 0.05},{""min"": 30,""max"": 70,""confidence"": 0.03}]",,52,male,20,40,3
le_spd_53_male_2,79.0,0.14,"[{""min"": 78,""max"": 80,""confidence"": 0.14},{""min"": 80,""max"": 82,""confidence"": 0.13},{""min"": 82,""max"": 84,""confidence"": 0.12},{""min"": 76,""max"": 78,""confidence"": 0.11},{""min"": 84,""max"": 86,""confidence"": 0.1},{""min"": 74,""max"": 76,""confidence"": 0.09},{""min"": 86,""max"": 88,""confidence"": 0.08},{""min"": 72,""max"": 74,""confidence"": 0.07},{""min"": 88,""max"": 90,""confidence"": 0.06},{""min"": 90,""max"": 92,""confidence"": 0.05}]",,53,male,1,2,10
le_spd_53_male_10,78.0,0.22,"[{""min"":73,""max"":83,""confidence"":0.22},{""min"":83,""max"":93,""confidence"":0.2},{""min"":63,""max"":73,""confidence"":0.16},{""min"":93,""max"":103,""confidence"":0.12},{""min"":53,""max"":63,""confidence"":0.1},{""min"":103,""max"":113,""confidence"":0.07},{""min"":113,""max"":123,""confidence"":0.03},{""min"":123,""max"":133,""confidence"":0.01},{""min"":43,""max"":53,""confidence"":0.006},{""min"":133,""max"":143,""confidence"":0.004}]",,53,male,5,10,10
le_spd_53_male_20,80.0,0.48,"[{""min"": 70, ""max"": 90, ""confidence"": 0.48}, {""min"": 90, ""max"": 110, ""confidence"": 0.32}, {""min"": 50, ""max"": 70, ""confidence"": 0.12}, {""min"": 110, ""max"": 130, ""confidence"": 0.06}, {""min"": 30, ""max"": 50, ""confidence"": 0.02}]",,53,male,10,20,5
le_spd_53_male_40,90.0,0.78,"[{""min"":70,""max"":110,""confidence"":0.78},{""min"":110,""max"":150,""confidence"":0.12},{""min"":30,""max"":70,""confidence"":0.1}]",,53,male,20,40,3
le_spd_54_male_2,79.0,0.13,"[{""min"": 78,""max"": 80,""confidence"":0.13},{""min"": 80,""max"": 82,""confidence"":0.12},{""min"": 76,""max"": 78,""confidence"":0.11},{""min"": 82,""max"": 84,""confidence"":0.1},{""min"": 74,""max"": 76,""confidence"":0.1},{""min"": 84,""max"": 86,""confidence"":0.09},{""min"": 72,""max"": 74,""confidence"":0.08},{""min"": 86,""max"": 88,""confidence"":0.08},{""min"": 88,""max"": 90,""confidence"":0.06},{""min"": 70,""max"": 72,""confidence"":0.05}]",,54,male,1,2,10
le_spd_54_male_10,85.0,0.34,"[{""min"": 80,""max"": 90,""confidence"": 0.34},{""min"": 70,""max"": 80,""confidence"": 0.26},{""min"": 90,""max"": 100,""confidence"": 0.2},{""min"": 60,""max"": 70,""confidence"": 0.09},{""min"": 100,""max"": 110,""confidence"": 0.06},{""min"": 50,""max"": 60,""confidence"": 0.02},{""min"": 110,""max"": 120,""confidence"": 0.01},{""min"": 40,""max"": 50,""confidence"": 0.01},{""min"": 120,""max"": 130,""confidence"": 0.005},{""min"": 30,""max"": 40,""confidence"": 0.005}]",,54,male,5,10,10
le_spd_54_male_20,84.0,0.46,"[{""min"": 74,""max"": 94,""confidence"": 0.46},{""min"": 54,""max"": 74,""confidence"": 0.24},{""min"": 94,""max"": 114,""confidence"": 0.22},{""min"": 34,""max"": 54,""confidence"": 0.05},{""min"": 114,""max"": 134,""confidence"": 0.03}]",,54,male,10,20,5
le_spd_54_male_40,74.0,0.83,"[{""min"":54,""max"":94,""confidence"":0.83},{""min"":74,""max"":114,""confidence"":0.55},{""min"":94,""max"":134,""confidence"":0.1}]",,54,male,20,40,3
le_spd_55_male_2,81.0,0.14,"[{""min"": 80, ""max"": 82, ""confidence"": 0.14},{""min"": 82, ""max"": 84, ""confidence"": 0.13},{""min"": 78, ""max"": 80, ""confidence"": 0.12},{""min"": 84, ""max"": 86, ""confidence"": 0.11},{""min"": 76, ""max"": 78, ""confidence"": 0.1},{""min"": 86, ""max"": 88, ""confidence"": 0.09},{""min"": 74, ""max"": 76, ""confidence"": 0.08},{""min"": 88, ""max"": 90, ""confidence"": 0.07},{""min"": 72, ""max"": 74, ""confidence"": 0.06},{""min"": 90, ""max"": 92, ""confidence"": 0.05}]",,55,male,1,2,10
le_spd_55_male_10,80.0,0.34,"[{""min"": 75,""max"": 85,""confidence"":0.34},{""min"": 85,""max"": 95,""confidence"":0.28},{""min"": 65,""max"": 75,""confidence"":0.16},{""min"": 95,""max"": 105,""confidence"":0.11},{""min"": 55,""max"": 65,""confidence"":0.05},{""min"": 105,""max"": 115,""confidence"":0.03},{""min"": 45,""max"": 55,""confidence"":0.01},{""min"": 115,""max"": 125,""confidence"":0.008},{""min"": 35,""max"": 45,""confidence"":0.003},{""min"": 125,""max"": 135,""confidence"":0.002}]",,55,male,5,10,10
le_spd_55_male_20,85.0,0.48,"[{""min"": 75,""max"": 95,""confidence"": 0.48},{""min"": 95,""max"": 115,""confidence"": 0.22},{""min"": 55,""max"": 75,""confidence"": 0.14},{""min"": 115,""max"": 135,""confidence"": 0.08},{""min"": 135,""max"": 155,""confidence"": 0.03}]",,55,male,10,20,5
