llm,qset,question_id,stated_confidence,chosen_token_confidence,max_token_confidence,correct
claude-3-haiku-20240307,boolq_valid,2439,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2440,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2441,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2442,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2443,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2444,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2445,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2446,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2448,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2449,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2450,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2451,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2452,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2453,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2454,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2455,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2456,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2457,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2458,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2459,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2460,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2461,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2462,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2463,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2464,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2465,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2466,0.7,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2467,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2468,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2469,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2470,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2471,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2472,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2473,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2474,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2475,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2476,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2477,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2480,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2481,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2483,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2484,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2485,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2486,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2487,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2488,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2489,1,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2490,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2491,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2492,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2493,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2494,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2495,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2496,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2497,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2498,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2499,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2500,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2501,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2502,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2503,0.95,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2504,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2505,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2506,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2507,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2508,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2509,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2510,0.7,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2511,0.7,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2512,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2513,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2514,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2515,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2516,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2517,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2518,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2519,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2520,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2521,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2522,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2523,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2525,1,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2526,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2527,0.7,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2528,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2529,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2530,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2531,0.95,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2532,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2533,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2534,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2535,0.7,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2536,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2537,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2538,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2539,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2540,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2541,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2542,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2543,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2544,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2545,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2546,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2547,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2548,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2549,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2550,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2552,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2553,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2555,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2556,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2557,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2558,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2559,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2560,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2561,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2562,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2563,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2564,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2565,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2566,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2567,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2568,0.2,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2569,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2570,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2571,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2572,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2573,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2574,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2575,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2576,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2578,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2579,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2580,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2581,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2582,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2583,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2584,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2585,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2586,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2587,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2588,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2589,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2590,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2591,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2592,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2593,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2594,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2595,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2596,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2597,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2598,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2599,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2600,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2601,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2602,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2603,0.7,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2604,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2605,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2606,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2607,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2608,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2609,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2610,1,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2611,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2612,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2613,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2614,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2615,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2616,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2617,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2618,0.95,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2619,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2620,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2621,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2622,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2623,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2625,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2626,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2627,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2628,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2630,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2631,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2632,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2633,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2635,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2636,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2637,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2638,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2639,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2640,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2641,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2642,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2643,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2644,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2645,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2646,0.95,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2647,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2648,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2649,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2650,0.95,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2651,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2652,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2653,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2654,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2655,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2656,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2657,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2658,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2659,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2660,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2661,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2662,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2663,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2664,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2665,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2666,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2667,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2668,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2669,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2670,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2671,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2672,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2673,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2674,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2675,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2676,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2677,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2679,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2680,0.99,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2681,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2682,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2683,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2684,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2685,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2686,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2687,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2688,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2689,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2690,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2691,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2692,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2693,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2694,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2695,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2696,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2699,0.7,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2700,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2701,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2702,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2703,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2704,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2705,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2706,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2707,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2708,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2710,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2711,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2712,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2713,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2714,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2716,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2717,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2718,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2719,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2720,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2721,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2722,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2723,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2724,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2725,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2726,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2727,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2728,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2730,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2731,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2732,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2733,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2734,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2735,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2736,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2737,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2738,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2739,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2740,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2741,1,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2742,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2743,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2744,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2745,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2746,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2747,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2748,0.7,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2749,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2750,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2751,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2752,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2753,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2754,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2755,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2756,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2757,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2758,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2759,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2760,1,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2761,1,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2762,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2763,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2764,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2765,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2766,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2767,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2768,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2769,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2771,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2772,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2773,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2774,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2775,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2776,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2777,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2778,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2779,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2780,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2781,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2782,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2783,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2784,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2785,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2786,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2787,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2788,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2789,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2790,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2791,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2792,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2793,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2794,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2795,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2796,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2797,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2798,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2800,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2801,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2802,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2803,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2805,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2806,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2807,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2808,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2809,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2810,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2811,0.8,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2812,0.8,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2813,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2814,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2815,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2816,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2817,0.95,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2818,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2819,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2820,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2821,0.9,NA,NA,FALSE
claude-3-haiku-20240307,boolq_valid,2822,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2823,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2824,0.9,NA,NA,TRUE
claude-3-haiku-20240307,boolq_valid,2825,0.95,NA,NA,TRUE
